id,Name,fossil_bio,ipcc_code_2006_for_standard_report_name,Total
34630,Guatemala,fossil,Incineration and Open Burning of Waste,0.74513322
42061,Jordan,fossil,Main Activity Electricity and Heat Production,0.307893655
27942,Fiji,fossil,Main Activity Electricity and Heat Production,0.012980096
26454,Estonia,fossil,Main Activity Electricity and Heat Production,0.340373283
41210,Italy,fossil,Main Activity Electricity and Heat Production,4.276037222
24800,Egypt,fossil,Main Activity Electricity and Heat Production,2.358041724
29946,United Kingdom,bio,Main Activity Electricity and Heat Production,5.18733327
37408,Hungary,bio,Main Activity Electricity and Heat Production,0.796839148
48702,Lesotho,bio,Main Activity Electricity and Heat Production,0.008226668
25130,Eritrea,fossil,Main Activity Electricity and Heat Production,0.010915235
36564,Croatia,fossil,Main Activity Electricity and Heat Production,0.089876101
27926,Fiji,bio,Main Activity Electricity and Heat Production,0.000233651
37966,Indonesia,bio,Main Activity Electricity and Heat Production,0.273549444
42591,Japan,bio,Main Activity Electricity and Heat Production,5.226822574
42052,Jordan,bio,Main Activity Electricity and Heat Production,4.80016E-05
43118,Kazakhstan,fossil,Main Activity Electricity and Heat Production,1.015672562
36092,Honduras,bio,Main Activity Electricity and Heat Production,0.309839763
25368,Western Sahara,fossil,Main Activity Electricity and Heat Production,0.001446313
36935,Haiti,fossil,Main Activity Electricity and Heat Production,0.03711985
37984,Indonesia,fossil,Main Activity Electricity and Heat Production,3.467025457
43100,Kazakhstan,bio,Main Activity Electricity and Heat Production,4.22657E-05
31390,Guinea,bio,Main Activity Electricity and Heat Production,0.047207201
25874,Spain,bio,Main Activity Electricity and Heat Production,1.832448958
26859,Ethiopia,fossil,Main Activity Electricity and Heat Production,0.0001299
34639,Guatemala,fossil,Main Activity Electricity and Heat Production,0.0634104
39550,"Iran, Islamic Republic of",bio,Main Activity Electricity and Heat Production,0.000165002
48293,Sri Lanka,fossil,Main Activity Electricity and Heat Production,0.09866062
42598,Japan,fossil,Main Activity Electricity and Heat Production,10.96975952
35056,French Guiana,bio,Main Activity Electricity and Heat Production,0.030395394
27422,Finland,fossil,Main Activity Electricity and Heat Production,0.610275414
47833,Saint Lucia,bio,Main Activity Electricity and Heat Production,0.004248738
29957,United Kingdom,fossil,Main Activity Electricity and Heat Production,4.122316112
32690,Guinea-Bissau,bio,Main Activity Electricity and Heat Production,0.010773454
36551,Croatia,bio,Main Activity Electricity and Heat Production,0.067108063
25893,Spain,fossil,Main Activity Electricity and Heat Production,1.751285201
47046,Liberia,bio,Main Activity Electricity and Heat Production,0.032133934
27404,Finland,bio,Main Activity Electricity and Heat Production,4.19451873
35742,Hong Kong,fossil,Main Activity Electricity and Heat Production,0.603340602
48275,Sri Lanka,bio,Main Activity Electricity and Heat Production,0.047219956
41660,Jamaica,fossil,Main Activity Electricity and Heat Production,0.073237828
41203,Italy,bio,Main Activity Electricity and Heat Production,3.471754637
47846,Saint Lucia,fossil,Main Activity Electricity and Heat Production,0.011687902
41656,Jamaica,bio,Main Activity Electricity and Heat Production,0.035999976
49206,Lithuania,fossil,Main Activity Electricity and Heat Production,0.061484145
26439,Estonia,bio,Main Activity Electricity and Heat Production,0.467956024
47429,Libyan Arab Jamahiriya,fossil,Main Activity Electricity and Heat Production,1.182437809
49203,Lithuania,bio,Main Activity Electricity and Heat Production,0.752499267
47060,Liberia,fossil,Main Activity Electricity and Heat Production,0.008494003
35063,French Guiana,fossil,Main Activity Electricity and Heat Production,0.014929105
29450,Gabon,fossil,Main Activity Electricity and Heat Production,0.055937691
48706,Lesotho,fossil,Main Activity Electricity and Heat Production,0.003595732
46307,Lao People's Democratic Republic,bio,Main Activity Electricity and Heat Production,0.001889961
28324,Falkland Islands (Malvinas),bio,Main Activity Electricity and Heat Production,0.000347906
46647,Lebanon,fossil,Main Activity Electricity and Heat Production,0.447597039
37416,Hungary,fossil,Main Activity Electricity and Heat Production,0.347595236
40681,Israel,fossil,Main Activity Electricity and Heat Production,0.603186152
28334,Falkland Islands (Malvinas),fossil,Main Activity Electricity and Heat Production,0.002425909
36104,Honduras,fossil,Main Activity Electricity and Heat Production,0.12879984
46317,Lao People's Democratic Republic,fossil,Main Activity Electricity and Heat Production,0.036757672
28841,France,bio,Main Activity Electricity and Heat Production,3.682021766
33082,Equatorial Guinea,fossil,Main Activity Electricity and Heat Production,0.039542931
28849,France,fossil,Main Activity Electricity and Heat Production,2.388268117
40672,Israel,bio,Main Activity Electricity and Heat Production,0.000559
39102,Ireland,fossil,Main Activity Electricity and Heat Production,0.304396565
39924,Iraq,fossil,Main Activity Electricity and Heat Production,1.807802149
45996,Kuwait,fossil,Main Activity Electricity and Heat Production,0.988620654
31401,Guinea,fossil,Main Activity Electricity and Heat Production,0.019117426
40285,Iceland,fossil,Main Activity Electricity and Heat Production,0.000255604
31823,Guadeloupe,bio,Main Activity Electricity and Heat Production,0.002987947
32270,Gambia,fossil,Main Activity Electricity and Heat Production,0.003070382
29439,Gabon,bio,Main Activity Electricity and Heat Production,0.009750009
45624,"Korea, Republic of",fossil,Main Activity Electricity and Heat Production,5.150441312
33571,Greece,bio,Main Activity Electricity and Heat Production,0.003760035
30420,Georgia,fossil,Main Activity Electricity and Heat Production,0.022478856
35731,Hong Kong,bio,Main Activity Electricity and Heat Production,0.02099601
45612,"Korea, Republic of",bio,Main Activity Electricity and Heat Production,0.622337757
45128,Saint Kitts and Nevis,fossil,Main Activity Electricity and Heat Production,0.007163005
33579,Greece,fossil,Main Activity Electricity and Heat Production,0.586291228
39566,"Iran, Islamic Republic of",fossil,Main Activity Electricity and Heat Production,6.839339152
44751,Kiribati,fossil,Main Activity Electricity and Heat Production,0.000658592
32701,Guinea-Bissau,fossil,Main Activity Electricity and Heat Production,0.002191522
44741,Kiribati,bio,Main Activity Electricity and Heat Production,1.94569E-05
35443,Guyana,fossil,Main Activity Electricity and Heat Production,0.027359274
38573,India,fossil,Main Activity Electricity and Heat Production,10.6804076
44329,Cambodia,fossil,Main Activity Electricity and Heat Production,0.022808494
32253,Gambia,bio,Main Activity Electricity and Heat Production,0.002861454
44323,Cambodia,bio,Main Activity Electricity and Heat Production,0.01634998
43929,Kyrgyzstan,fossil,Main Activity Electricity and Heat Production,0.027163439
34024,Grenada,fossil,Main Activity Electricity and Heat Production,0.008014729
31839,Guadeloupe,fossil,Main Activity Electricity and Heat Production,0.038850516
34268,Greenland,bio,Main Activity Electricity and Heat Production,0.006270001
39095,Ireland,bio,Main Activity Electricity and Heat Production,0.088215215
34270,Greenland,fossil,Main Activity Electricity and Heat Production,0.005198401
38567,India,bio,Main Activity Electricity and Heat Production,10.53245531
35431,Guyana,bio,Main Activity Electricity and Heat Production,0.018629956
43585,Kenya,fossil,Main Activity Electricity and Heat Production,0.035905105
30848,Ghana,fossil,Main Activity Electricity and Heat Production,0.212234717
43572,Kenya,bio,Main Activity Electricity and Heat Production,0.057243982
34626,Guatemala,bio,Main Activity Electricity and Heat Production,1.658629343
31058,Gibraltar,fossil,Main Activity Electricity and Heat Production,0.006479999
17954,Colombia,fossil,Main Activity Electricity and Heat Production,0.380501806
2762,Argentina,bio,Main Activity Electricity and Heat Production,0.712068659
8650,Bahamas,fossil,Main Activity Electricity and Heat Production,0.058648328
5552,Burundi,bio,Main Activity Electricity and Heat Production,0.023153532
19730,Cuba,fossil,Main Activity Electricity and Heat Production,0.506213862
8249,Bahrain,fossil,Main Activity Electricity and Heat Production,1.414311067
18419,Comoros,bio,Main Activity Electricity and Heat Production,0.001165462
5559,Burundi,fossil,Main Activity Electricity and Heat Production,0.002212009
20057,Cayman Islands,fossil,Main Activity Electricity and Heat Production,0.015561869
11234,Brazil,fossil,Main Activity Electricity and Heat Production,2.957951869
10003,Belize,fossil,Main Activity Electricity and Heat Production,0.015852424
13872,Canada,bio,Main Activity Electricity and Heat Production,2.471182907
15502,China,fossil,Main Activity Electricity and Heat Production,38.93181505
16731,Congo_the Democratic Republic of the,bio,Main Activity Electricity and Heat Production,0.090419969
22515,Dominica,fossil,Main Activity Electricity and Heat Production,0.005424499
256,Aruba,bio,Main Activity Electricity and Heat Production,0.000891239
7341,Bangladesh,fossil,Main Activity Electricity and Heat Production,1.174973387
262,Aruba,fossil,Main Activity Electricity and Heat Production,0.013285644
6084,Belgium,bio,Main Activity Electricity and Heat Production,1.420174757
15498,China,bio,Main Activity Electricity and Heat Production,23.32479503
7856,Bulgaria,bio,Main Activity Electricity and Heat Production,0.048751138
2292,United Arab Emirates,fossil,Main Activity Electricity and Heat Production,4.268180952
7870,Bulgaria,fossil,Main Activity Electricity and Heat Production,0.301376579
20412,Cyprus,bio,Main Activity Electricity and Heat Production,0.000308998
6090,Belgium,fossil,Main Activity Electricity and Heat Production,1.113797677
2018,Netherlands Antilles,fossil,Main Activity Electricity and Heat Production,0.01215271
22499,Dominica,bio,Main Activity Electricity and Heat Production,0.003233369
11733,Barbados,bio,Main Activity Electricity and Heat Production,0.002081845
3472,Antigua and Barbuda,fossil,Main Activity Electricity and Heat Production,0.014828379
9517,Belarus,fossil,Main Activity Electricity and Heat Production,0.785904512
17443,Cook Islands,fossil,Main Activity Electricity and Heat Production,0.000791561
12945,Botswana,fossil,Main Activity Electricity and Heat Production,0.032046593
20419,Cyprus,fossil,Main Activity Electricity and Heat Production,0.046391893
690,Afghanistan,bio,Main Activity Electricity and Heat Production,0.010620226
13880,Canada,fossil,Main Activity Electricity and Heat Production,2.436956256
9037,Bosnia and Herzegovina,bio,Main Activity Electricity and Heat Production,0.016529993
9504,Belarus,bio,Main Activity Electricity and Heat Production,0.899340286
9051,Bosnia and Herzegovina,fossil,Main Activity Electricity and Heat Production,0.126587465
22076,Djibouti,fossil,Main Activity Electricity and Heat Production,0.004635357
699,Afghanistan,fossil,Main Activity Electricity and Heat Production,0.086779672
6907,Burkina Faso,fossil,Main Activity Electricity and Heat Production,0.020546272
16743,Congo_the Democratic Republic of the,fossil,Main Activity Electricity and Heat Production,0.000555295
4592,Austria,bio,Main Activity Electricity and Heat Production,2.289241806
14429,Switzerland,bio,Main Activity Electricity and Heat Production,0.792791941
15965,Cote d'Ivoire,fossil,Main Activity Electricity and Heat Production,0.248452726
18842,Cape Verde,bio,Main Activity Electricity and Heat Production,0.000717881
3986,Australia,bio,Main Activity Electricity and Heat Production,0.631169443
17943,Colombia,bio,Main Activity Electricity and Heat Production,0.438179831
15959,Cote d'Ivoire,bio,Main Activity Electricity and Heat Production,0.056550005
10700,Bolivia,fossil,Main Activity Electricity and Heat Production,0.201959973
3132,Armenia,fossil,Main Activity Electricity and Heat Production,0.022671731
12537,Bhutan,bio,Main Activity Electricity and Heat Production,0.030173363
13344,Central African Republic,bio,Main Activity Electricity and Heat Production,0.007719132
14951,Chile,fossil,Main Activity Electricity and Heat Production,0.484406685
4610,Austria,fossil,Main Activity Electricity and Heat Production,0.722103786
6511,Benin,fossil,Main Activity Electricity and Heat Production,0.01073999
6893,Burkina Faso,bio,Main Activity Electricity and Heat Production,0.052929063
20958,Czech Republic,bio,Main Activity Electricity and Heat Production,0.872923339
20963,Czech Republic,fossil,Main Activity Electricity and Heat Production,0.737280664
18846,Cape Verde,fossil,Main Activity Electricity and Heat Production,0.004755883
3992,Australia,fossil,Main Activity Electricity and Heat Production,2.915713062
16368,Cameroon,fossil,Main Activity Electricity and Heat Production,0.087126119
19269,Costa Rica,bio,Main Activity Electricity and Heat Production,0.037950981
1380,Anguilla,fossil,Main Activity Electricity and Heat Production,1.72149E-05
14439,Switzerland,fossil,Main Activity Electricity and Heat Production,0.705575134
5103,Azerbaijan,bio,Main Activity Electricity and Heat Production,0.045540008
10689,Bolivia,bio,Main Activity Electricity and Heat Production,0.21420025
22992,Denmark,bio,Main Activity Electricity and Heat Production,2.399659696
19275,Costa Rica,fossil,Main Activity Electricity and Heat Production,0.002742567
21579,Germany,bio,Main Activity Electricity and Heat Production,7.73851993
14941,Chile,bio,Main Activity Electricity and Heat Production,4.486238415
11739,Barbados,fossil,Main Activity Electricity and Heat Production,0.036405965
23007,Denmark,fossil,Main Activity Electricity and Heat Production,0.623895451
17090,Congo,fossil,Main Activity Electricity and Heat Production,0.082118667
12547,Bhutan,fossil,Main Activity Electricity and Heat Production,0.006905049
8636,Bahamas,bio,Main Activity Electricity and Heat Production,0.014479283
23473,Dominican Republic,bio,Main Activity Electricity and Heat Production,0.025289963
23475,Dominican Republic,fossil,Main Activity Electricity and Heat Production,0.252192005
16358,Cameroon,bio,Main Activity Electricity and Heat Production,0.009810039
1128,Angola,fossil,Main Activity Electricity and Heat Production,0.227285529
5107,Azerbaijan,fossil,Main Activity Electricity and Heat Production,0.268092409
12108,Brunei Darussalam,fossil,Main Activity Electricity and Heat Production,0.168587635
21588,Germany,fossil,Main Activity Electricity and Heat Production,8.079974038
17431,Cook Islands,bio,Main Activity Electricity and Heat Production,1.0042E-06
13356,Central African Republic,fossil,Main Activity Electricity and Heat Production,0.00137198
23913,Algeria,fossil,Main Activity Electricity and Heat Production,1.818706482
18430,Comoros,fossil,Main Activity Electricity and Heat Production,0.000411587
10325,Bermuda,fossil,Main Activity Electricity and Heat Production,0.014418768
24338,Ecuador,bio,Main Activity Electricity and Heat Production,0.087329861
24343,Ecuador,fossil,Main Activity Electricity and Heat Production,0.30451637
2767,Argentina,fossil,Main Activity Electricity and Heat Production,1.330219751
19718,Cuba,bio,Main Activity Electricity and Heat Production,0.391529635
11224,Brazil,bio,Main Activity Electricity and Heat Production,10.8298573
22067,Djibouti,bio,Main Activity Electricity and Heat Production,0.001485557
9997,Belize,bio,Main Activity Electricity and Heat Production,0.054118562
86065,Venezuela,fossil,Main Activity Electricity and Heat Production,1.164364245
82219,Taiwan_Province of China,bio,Main Activity Electricity and Heat Production,0.717230718
80005,Timor-Leste,bio,Main Activity Electricity and Heat Production,0.000577587
89447,Zimbabwe,fossil,Main Activity Electricity and Heat Production,0.056210867
86455,Virgin Islands_British,bio,Main Activity Electricity and Heat Production,0.000661021
76080,Sweden,fossil,Main Activity Electricity and Heat Production,0.893902573
74156,Sao Tome and Principe,fossil,Main Activity Electricity and Heat Production,0.000880787
84102,Uruguay,fossil,Main Activity Electricity and Heat Production,0.017297201
76559,Swaziland,bio,Main Activity Electricity and Heat Production,0.005129366
89433,Zimbabwe,bio,Main Activity Electricity and Heat Production,0.055290057
85189,Uzbekistan,fossil,Main Activity Electricity and Heat Production,0.764419243
89014,Zambia,fossil,Main Activity Electricity and Heat Production,0.011733175
86853,Viet Nam,fossil,Main Activity Electricity and Heat Production,1.689340258
76564,Swaziland,fossil,Main Activity Electricity and Heat Production,0.001796163
86850,Viet Nam,bio,Main Activity Electricity and Heat Production,0.035789988
78121,Chad,fossil,Main Activity Electricity and Heat Production,0.005996598
74526,Suriname,fossil,Main Activity Electricity and Heat Production,0.058166681
80844,Trinidad and Tobago,fossil,Main Activity Electricity and Heat Production,0.343584627
74985,Slovakia,bio,Main Activity Electricity and Heat Production,0.567644201
76973,Seychelles,bio,Main Activity Electricity and Heat Production,1.21962E-05
88559,South Africa,fossil,Main Activity Electricity and Heat Production,1.70505469
76974,Seychelles,fossil,Main Activity Electricity and Heat Production,0.005967246
78935,Thailand,bio,Main Activity Electricity and Heat Production,4.788637211
86461,Virgin Islands_British,fossil,Main Activity Electricity and Heat Production,0.005458782
79288,Tajikistan,fossil,Main Activity Electricity and Heat Production,0.002132872
83646,Ukraine,fossil,Main Activity Electricity and Heat Production,0.912895453
82662,Tanzania_United Republic of,bio,Main Activity Electricity and Heat Production,0.034559987
88540,South Africa,bio,Main Activity Electricity and Heat Production,0.160259842
84681,United States,fossil,Main Activity Electricity and Heat Production,46.21866049
77708,Turks and Caicos Islands,fossil,Main Activity Electricity and Heat Production,0.002764938
81691,Turkey,fossil,Main Activity Electricity and Heat Production,3.465775733
75005,Slovakia,fossil,Main Activity Electricity and Heat Production,0.118999108
75498,Slovenia,bio,Main Activity Electricity and Heat Production,0.066886394
88103,Yemen,fossil,Main Activity Electricity and Heat Production,0.174669984
84671,United States,bio,Main Activity Electricity and Heat Production,18.18456315
81683,Turkey,bio,Main Activity Electricity and Heat Production,0.027831552
80441,Tonga,bio,Main Activity Electricity and Heat Production,1.37259E-05
78111,Chad,bio,Main Activity Electricity and Heat Production,0.029574135
80448,Tonga,fossil,Main Activity Electricity and Heat Production,0.001065074
79632,Turkmenistan,fossil,Main Activity Electricity and Heat Production,0.783121706
84096,Uruguay,bio,Main Activity Electricity and Heat Production,0.362489999
87744,Samoa,fossil,Main Activity Electricity and Heat Production,0.002599932
75516,Slovenia,fossil,Main Activity Electricity and Heat Production,0.066419879
78478,Togo,fossil,Main Activity Electricity and Heat Production,0.009359369
83095,Uganda,fossil,Main Activity Electricity and Heat Production,0.026234927
85616,Saint Vincent and the Grenadines,fossil,Main Activity Electricity and Heat Production,0.006760765
76057,Sweden,bio,Main Activity Electricity and Heat Production,5.86775632
87736,Samoa,bio,Main Activity Electricity and Heat Production,0.000416184
82670,Tanzania_United Republic of,fossil,Main Activity Electricity and Heat Production,0.157402748
87318,Vanuatu,fossil,Main Activity Electricity and Heat Production,0.001256038
85614,Saint Vincent and the Grenadines,bio,Main Activity Electricity and Heat Production,0.003097644
77349,Syrian Arab Republic,fossil,Main Activity Electricity and Heat Production,0.355004462
78954,Thailand,fossil,Main Activity Electricity and Heat Production,3.354208763
78473,Togo,bio,Main Activity Electricity and Heat Production,0.00042
83627,Ukraine,bio,Main Activity Electricity and Heat Production,0.705810254
87305,Vanuatu,bio,Main Activity Electricity and Heat Production,0.000538345
81203,Tunisia,fossil,Main Activity Electricity and Heat Production,0.599689761
80015,Timor-Leste,fossil,Main Activity Electricity and Heat Production,0.004074308
83093,Uganda,bio,Main Activity Electricity and Heat Production,0.163792433
77702,Turks and Caicos Islands,bio,Main Activity Electricity and Heat Production,0.000492651
82240,Taiwan_Province of China,fossil,Main Activity Electricity and Heat Production,3.807997782
63572,Philippines,bio,Main Activity Electricity and Heat Production,0.169399564
52128,Maldives,fossil,Main Activity Electricity and Heat Production,0.012548265
63591,Philippines,fossil,Main Activity Electricity and Heat Production,0.678815685
49663,Luxembourg,fossil,Main Activity Electricity and Heat Production,0.034062033
63945,Palau,fossil,Main Activity Electricity and Heat Production,0.011690041
54311,Myanmar,fossil,Main Activity Electricity and Heat Production,0.32636915
64356,Papua New Guinea,bio,Main Activity Electricity and Heat Production,0.032687534
64365,Papua New Guinea,fossil,Main Activity Electricity and Heat Production,0.058227674
64924,Poland,bio,Main Activity Electricity and Heat Production,2.876485979
64944,Poland,fossil,Main Activity Electricity and Heat Production,1.489680434
65295,Puerto Rico,fossil,Main Activity Electricity and Heat Production,0.165659188
56883,Malawi,bio,Main Activity Electricity and Heat Production,0.02211785
52579,Mexico,bio,Main Activity Electricity and Heat Production,2.064163064
65670,"Korea, Democratic People's Republic of",fossil,Main Activity Electricity and Heat Production,0.029974598
50106,Latvia,bio,Main Activity Electricity and Heat Production,0.424899949
66170,Portugal,bio,Main Activity Electricity and Heat Production,0.886963886
56887,Malawi,fossil,Main Activity Electricity and Heat Production,0.004948857
66179,Portugal,fossil,Main Activity Electricity and Heat Production,0.45006832
66646,Paraguay,fossil,Main Activity Electricity and Heat Production,0.00012861
67046,French Polynesia,bio,Main Activity Electricity and Heat Production,3.71001E-05
50112,Latvia,fossil,Main Activity Electricity and Heat Production,0.051305105
52589,Mexico,fossil,Main Activity Electricity and Heat Production,3.632810837
67062,French Polynesia,fossil,Main Activity Electricity and Heat Production,0.010642092
67414,Qatar,fossil,Main Activity Electricity and Heat Production,1.422473637
67795,Reunion,bio,Main Activity Electricity and Heat Production,0.000456796
54752,Mongolia,fossil,Main Activity Electricity and Heat Production,0.113987504
67806,Reunion,fossil,Main Activity Electricity and Heat Production,0.015778732
68336,Romania,bio,Main Activity Electricity and Heat Production,0.236591084
55172,Mozambique,bio,Main Activity Electricity and Heat Production,0.107039964
68358,Romania,fossil,Main Activity Electricity and Heat Production,0.359594694
68910,Russian Federation,bio,Main Activity Electricity and Heat Production,0.921570329
53041,"Macedonia, the former Yugoslav Republic of",bio,Main Activity Electricity and Heat Production,0.000348
68922,Russian Federation,fossil,Main Activity Electricity and Heat Production,18.54421277
50539,Macao,bio,Main Activity Electricity and Heat Production,6.80291E-05
69389,Rwanda,bio,Main Activity Electricity and Heat Production,0.019297838
69403,Rwanda,fossil,Main Activity Electricity and Heat Production,0.005794648
69756,Saudi Arabia,fossil,Main Activity Electricity and Heat Production,10.42579273
70176,Serbia and Montenegro,bio,Main Activity Electricity and Heat Production,0.005870003
50544,Macao,fossil,Main Activity Electricity and Heat Production,0.007811003
57357,Malaysia,bio,Main Activity Electricity and Heat Production,0.2970909
70180,Serbia and Montenegro,fossil,Main Activity Electricity and Heat Production,0.427649403
70653,Sudan,fossil,Main Activity Electricity and Heat Production,0.155302817
71098,Senegal,bio,Main Activity Electricity and Heat Production,0.064770063
55186,Mozambique,fossil,Main Activity Electricity and Heat Production,0.04220521
71110,Senegal,fossil,Main Activity Electricity and Heat Production,0.063041378
71478,Singapore,bio,Main Activity Electricity and Heat Production,0.465839845
53056,"Macedonia, the former Yugoslav Republic of",fossil,Main Activity Electricity and Heat Production,0.05109043
57366,Malaysia,fossil,Main Activity Electricity and Heat Production,3.139897984
71483,Singapore,fossil,Main Activity Electricity and Heat Production,1.01507213
55623,Mauritania,bio,Main Activity Electricity and Heat Production,0.007916602
71754,Saint Helena,fossil,Main Activity Electricity and Heat Production,5.18819E-05
72131,Solomon Islands,bio,Main Activity Electricity and Heat Production,0.00079051
53487,Mali,bio,Main Activity Electricity and Heat Production,0.021733234
72140,Solomon Islands,fossil,Main Activity Electricity and Heat Production,0.003526522
72573,Sierra Leone,bio,Main Activity Electricity and Heat Production,0.022378723
72584,Sierra Leone,fossil,Main Activity Electricity and Heat Production,0.006785281
72977,El Salvador,bio,Main Activity Electricity and Heat Production,0.296868694
72981,El Salvador,fossil,Main Activity Electricity and Heat Production,0.061012291
73376,Somalia,bio,Main Activity Electricity and Heat Production,0.055756876
50925,Morocco,fossil,Main Activity Electricity and Heat Production,0.213513189
57777,Namibia,fossil,Main Activity Electricity and Heat Production,0.001177845
51280,"Moldova, Republic of",bio,Main Activity Electricity and Heat Production,0.012070988
73383,Somalia,fossil,Main Activity Electricity and Heat Production,0.002704987
73753,Saint Pierre and Miquelon,bio,Main Activity Electricity and Heat Production,0.000257708
53499,Mali,fossil,Main Activity Electricity and Heat Production,0.023467711
73763,Saint Pierre and Miquelon,fossil,Main Activity Electricity and Heat Production,0.00355276
55639,Mauritania,fossil,Main Activity Electricity and Heat Production,0.01791309
51287,"Moldova, Republic of",fossil,Main Activity Electricity and Heat Production,0.088038381
74143,Sao Tome and Principe,bio,Main Activity Electricity and Heat Production,0.00043214
56052,Martinique,bio,Main Activity Electricity and Heat Production,0.001991965
58189,New Caledonia,bio,Main Activity Electricity and Heat Production,0.0001025
58194,New Caledonia,fossil,Main Activity Electricity and Heat Production,0.05863787
53854,Malta,bio,Main Activity Electricity and Heat Production,4.60001E-05
58563,Niger,fossil,Main Activity Electricity and Heat Production,0.012059112
59005,Nigeria,fossil,Main Activity Electricity and Heat Production,0.672095571
59433,Nicaragua,bio,Main Activity Electricity and Heat Production,0.3990296
53860,Malta,fossil,Main Activity Electricity and Heat Production,0.016842752
59442,Nicaragua,fossil,Main Activity Electricity and Heat Production,0.045584503
59966,Netherlands,bio,Main Activity Electricity and Heat Production,1.823095562
51719,Madagascar,bio,Main Activity Electricity and Heat Production,0.053615129
59978,Netherlands,fossil,Main Activity Electricity and Heat Production,2.074027328
60517,Norway,bio,Main Activity Electricity and Heat Production,0.411764109
60530,Norway,fossil,Main Activity Electricity and Heat Production,0.229288539
51725,Madagascar,fossil,Main Activity Electricity and Heat Production,0.016065329
61385,New Zealand,bio,Main Activity Electricity and Heat Production,0.116985262
61406,New Zealand,fossil,Main Activity Electricity and Heat Production,0.089869602
56067,Martinique,fossil,Main Activity Electricity and Heat Production,0.043305557
61778,Oman,fossil,Main Activity Electricity and Heat Production,1.12817377
49657,Luxembourg,bio,Main Activity Electricity and Heat Production,0.039650229
62192,Pakistan,bio,Main Activity Electricity and Heat Production,0.3002397
56440,Mauritius,bio,Main Activity Electricity and Heat Production,0.249513917
62209,Pakistan,fossil,Main Activity Electricity and Heat Production,1.208122355
62599,Panama,bio,Main Activity Electricity and Heat Production,0.08585997
62603,Panama,fossil,Main Activity Electricity and Heat Production,0.061203803
63061,Peru,bio,Main Activity Electricity and Heat Production,0.35217785
56448,Mauritius,fossil,Main Activity Electricity and Heat Production,0.040352326
63065,Peru,fossil,Main Activity Electricity and Heat Production,0.69422918
52126,Maldives,bio,Main Activity Electricity and Heat Production,0.000111567
64354,Papua New Guinea,bio,Manufacturing Industries and Construction,0.149411538
66634,Paraguay,bio,Manufacturing Industries and Construction,1.578868401
49661,Luxembourg,bio,Manufacturing Industries and Construction,0.030735301
59019,Nigeria,fossil,Manufacturing Industries and Construction,0.171330195
71096,Senegal,bio,Manufacturing Industries and Construction,0.02974481
63940,Palau,fossil,Manufacturing Industries and Construction,0.003036725
72978,El Salvador,fossil,Manufacturing Industries and Construction,0.03209027
58199,New Caledonia,fossil,Manufacturing Industries and Construction,0.147623055
52598,Mexico,fossil,Manufacturing Industries and Construction,2.63268369
49673,Luxembourg,fossil,Manufacturing Industries and Construction,0.050448097
59000,Nigeria,bio,Manufacturing Industries and Construction,5.20130986
53042,"Macedonia, the former Yugoslav Republic of",bio,Manufacturing Industries and Construction,0.00717
72586,Sierra Leone,fossil,Manufacturing Industries and Construction,0.005642191
66643,Paraguay,fossil,Manufacturing Industries and Construction,0.011952629
62198,Pakistan,fossil,Manufacturing Industries and Construction,2.504642871
50109,Latvia,bio,Manufacturing Industries and Construction,0.449791034
65292,Puerto Rico,fossil,Manufacturing Industries and Construction,2.13584E-05
67049,French Polynesia,bio,Manufacturing Industries and Construction,0.000121443
59431,Nicaragua,bio,Manufacturing Industries and Construction,0.09248416
60929,Nepal,fossil,Manufacturing Industries and Construction,0.233746408
61780,Oman,fossil,Manufacturing Industries and Construction,0.2532933
63577,Philippines,fossil,Manufacturing Industries and Construction,1.11328804
65664,"Korea, Democratic People's Republic of",fossil,Manufacturing Industries and Construction,1.348082221
50121,Latvia,fossil,Manufacturing Industries and Construction,0.090340014
59973,Netherlands,fossil,Manufacturing Industries and Construction,0.490155338
53052,"Macedonia, the former Yugoslav Republic of",fossil,Manufacturing Industries and Construction,0.059180081
72574,Sierra Leone,bio,Manufacturing Industries and Construction,0.084307941
63569,Philippines,bio,Manufacturing Industries and Construction,1.511327501
50537,Macao,bio,Manufacturing Industries and Construction,0.000189532
63079,Peru,fossil,Manufacturing Industries and Construction,0.4752677
69388,Rwanda,bio,Manufacturing Industries and Construction,0.072463783
61388,New Zealand,bio,Manufacturing Industries and Construction,1.082682436
67418,Qatar,fossil,Manufacturing Industries and Construction,0.315788399
67796,Reunion,bio,Manufacturing Industries and Construction,0.001157358
50545,Macao,fossil,Manufacturing Industries and Construction,0.012056848
53485,Mali,bio,Manufacturing Industries and Construction,0.081250688
63058,Peru,bio,Manufacturing Industries and Construction,0.67264
70641,Sudan,fossil,Manufacturing Industries and Construction,0.052824689
59964,Netherlands,bio,Manufacturing Industries and Construction,0.144387141
64919,Poland,bio,Manufacturing Industries and Construction,1.789070003
67804,Reunion,fossil,Manufacturing Industries and Construction,0.013715723
70634,Sudan,bio,Manufacturing Industries and Construction,1.033433201
50909,Morocco,bio,Manufacturing Industries and Construction,0.040618202
53495,Mali,fossil,Manufacturing Industries and Construction,0.01991049
56438,Mauritius,bio,Manufacturing Industries and Construction,0.045775199
62194,Pakistan,bio,Manufacturing Industries and Construction,4.976968405
