id,fossil_bio,ipcc_code_2006_for_standard_report_name,Year,Total
52222,fossil,"Incineration and Open Burning of Waste",2020,0.157845648
62691,fossil,"Incineration and Open Burning of Waste",2020,0.013324043999999998
63713,fossil,"Incineration and Open Burning of Waste",2020,13.525717752
72678,fossil,"Incineration and Open Burning of Waste",2020,0.264599196
73061,fossil,"Incineration and Open Burning of Waste",2020,0.5753957879999999
73485,fossil,"Incineration and Open Burning of Waste",2020,0.43241148000000007
54411,fossil,"Incineration and Open Burning of Waste",2020,3.888926904
73837,fossil,"Incineration and Open Burning of Waste",2020,0.000541836
74245,fossil,"Incineration and Open Burning of Waste",2020,0.008344092000000003
74601,fossil,"Incineration and Open Burning of Waste",2020,0.008771364
69832,fossil,"Incineration and Open Burning of Waste",2020,7.321899192
52696,fossil,"Incineration and Open Burning of Waste",2020,19.430436504
71198,fossil,"Incineration and Open Burning of Waste",2020,0.40436580000000005
75117,fossil,"Incineration and Open Burning of Waste",2020,1.3380113280000003
75613,bio,"Incineration and Open Burning of Waste",2020,0.00008119175999999999
31086,fossil,"Incineration and Open Burning of Waste",2020,0.0035938799999999994
26035,bio,"Incineration and Open Burning of Waste",2020,0.020036628
40772,fossil,"Incineration and Open Burning of Waste",2020,1.6327231319999995
38715,fossil,"Incineration and Open Burning of Waste",2020,29.930986152000006
38106,fossil,"Incineration and Open Burning of Waste",2020,33.37901712000001
26046,fossil,"Incineration and Open Burning of Waste",2020,13.7073879
37569,fossil,"Incineration and Open Burning of Waste",2020,2.4145200600000005
31506,fossil,"Incineration and Open Burning of Waste",2020,0.45969530399999986
36679,fossil,"Incineration and Open Burning of Waste",2020,0.730723764
26552,bio,"Incineration and Open Burning of Waste",2020,0.00026362799999999996
37018,fossil,"Incineration and Open Burning of Waste",2020,0.3817982400000001
34107,fossil,"Incineration and Open Burning of Waste",2020,0.006769884
31922,fossil,"Incineration and Open Burning of Waste",2020,0.06814150799999999
41753,fossil,"Incineration and Open Burning of Waste",2020,0.07869118799999998
48388,fossil,"Incineration and Open Burning of Waste",2020,0.16837654800000001
29002,fossil,"Incineration and Open Burning of Waste",2020,40.393350432000005
32802,fossil,"Incineration and Open Burning of Waste",2020,0.074699772
27577,fossil,"Incineration and Open Burning of Waste",2020,6.6624047520000005
28035,fossil,"Incineration and Open Burning of Waste",2020,0.07063498799999998
42152,fossil,"Incineration and Open Burning of Waste",2020,7.988402891999999
35165,fossil,"Incineration and Open Burning of Waste",2020,0.014975232
47933,fossil,"Incineration and Open Burning of Waste",2020,0.012973380000000001
39229,fossil,"Incineration and Open Burning of Waste",2020,8.752481964
49757,bio,"Incineration and Open Burning of Waste",2020,0.00007479899999999997
29181,fossil,"Incineration and Open Burning of Waste",2020,0.005737175999999999
34723,fossil,"Incineration and Open Burning of Waste",2020,0.9286453199999999
28412,fossil,"Incineration and Open Burning of Waste",2020,0.0012139679999999995
50231,fossil,"Incineration and Open Burning of Waste",2020,0.5539691160000001
47516,fossil,"Incineration and Open Burning of Waste",2020,1.4978900399999997
29531,fossil,"Incineration and Open Burning of Waste",2020,0.18465329999999994
40376,bio,"Incineration and Open Burning of Waste",2020,0.002465148
40387,fossil,"Incineration and Open Burning of Waste",2020,0.0008371043999999998
28983,bio,"Incineration and Open Burning of Waste",2020,0.09034984799999997
35523,fossil,"Incineration and Open Burning of Waste",2020,0.030138048000000004
47152,fossil,"Incineration and Open Burning of Waste",2020,0.17803249199999996
46720,fossil,"Incineration and Open Burning of Waste",2020,0.4988623559999999
49337,fossil,"Incineration and Open Burning of Waste",2020,0.9139293959999998
30079,bio,"Incineration and Open Burning of Waste",2020,0.032710944
42727,bio,"Incineration and Open Burning of Waste",2020,2.653434396
32362,fossil,"Incineration and Open Burning of Waste",2020,0.08238912
34331,fossil,"Incineration and Open Burning of Waste",2020,0.010110083999999998
27554,bio,"Incineration and Open Burning of Waste",2020,0.572982312
45206,fossil,"Incineration and Open Burning of Waste",2020,0.003268344
39212,bio,"Incineration and Open Burning of Waste",2020,0.00027958800000000005
33729,fossil,"Incineration and Open Burning of Waste",2020,0.5379303719999998
44848,fossil,"Incineration and Open Burning of Waste",2020,0.0046609799999999995
35818,fossil,"Incineration and Open Burning of Waste",2020,0.3978034559999999
46399,fossil,"Incineration and Open Burning of Waste",2020,0.8982984720000001
44437,fossil,"Incineration and Open Burning of Waste",2020,0.9484448520000001
40003,fossil,"Incineration and Open Burning of Waste",2020,0.06999882
39652,fossil,"Incineration and Open Burning of Waste",2020,5.9466470760000005
35810,bio,"Incineration and Open Burning of Waste",2020,0.018753756
41346,bio,"Incineration and Open Burning of Waste",2020,0.018243060000000002
30943,bio,"Incineration and Open Burning of Waste",2020,0.002316756
36193,fossil,"Incineration and Open Burning of Waste",2020,2.09938848
26954,fossil,"Incineration and Open Burning of Waste",2020,2.4952432800000004
25427,fossil,"Incineration and Open Burning of Waste",2020,0.021055392000000003
45760,fossil,"Incineration and Open Burning of Waste",2020,14.086364472000001
44022,fossil,"Incineration and Open Burning of Waste",2020,61.93546644
43228,fossil,"Incineration and Open Burning of Waste",2020,2.8034646000000003
45747,bio,"Incineration and Open Burning of Waste",2020,0.00490986
46057,fossil,"Incineration and Open Burning of Waste",2020,1.4191077839999997
33166,fossil,"Incineration and Open Burning of Waste",2020,0.030038928000000006
41357,fossil,"Incineration and Open Burning of Waste",2020,37.155810408
43679,fossil,"Incineration and Open Burning of Waste",2020,1.2880279559999999
42737,fossil,"Incineration and Open Burning of Waste",2020,12.716682911999998
30513,fossil,"Incineration and Open Burning of Waste",2020,0.6863095080000002
30957,fossil,"Incineration and Open Burning of Waste",2020,1.1664326760000001
37553,bio,"Incineration and Open Burning of Waste",2020,0.0020517120000000002
49765,fossil,"Incineration and Open Burning of Waste",2020,0.37225555199999993
26561,fossil,"Incineration and Open Burning of Waste",2020,48.57449392799999
30091,fossil,"Incineration and Open Burning of Waste",2020,17.876051544
48805,fossil,"Incineration and Open Burning of Waste",2020,0.06181905599999999
31919,bio,"Main Activity Electricity and Heat Production",2020,0.0029879439999999998
25429,fossil,"Main Activity Electricity and Heat Production",2020,0.0012592864
26028,bio,"Main Activity Electricity and Heat Production",2020,1.6757749169999998
40763,bio,"Main Activity Electricity and Heat Production",2020,0.0009283273
31926,fossil,"Main Activity Electricity and Heat Production",2020,0.030631143000000003
40394,fossil,"Main Activity Electricity and Heat Production",2020,0.00010416779000000001
32353,bio,"Main Activity Electricity and Heat Production",2020,0.001401169
32365,fossil,"Main Activity Electricity and Heat Production",2020,0.003382144
43218,fossil,"Main Activity Electricity and Heat Production",2020,1.1924989700000002
32788,bio,"Main Activity Electricity and Heat Production",2020,0.0053013719999999995
38713,fossil,"Main Activity Electricity and Heat Production",2020,10.749804164
43216,bio,"Main Activity Electricity and Heat Production",2020,0.00004647005000000001
26041,fossil,"Main Activity Electricity and Heat Production",2020,1.685797902
32798,fossil,"Main Activity Electricity and Heat Production",2020,0.0019827952
33157,fossil,"Main Activity Electricity and Heat Production",2020,0.045553800000000005
38113,fossil,"Main Activity Electricity and Heat Production",2020,3.6369154490000004
33718,bio,"Main Activity Electricity and Heat Production",2020,0.026830814
39994,fossil,"Main Activity Electricity and Heat Production",2020,2.374473685
47512,fossil,"Main Activity Electricity and Heat Production",2020,1.074187766
37568,fossil,"Main Activity Electricity and Heat Production",2020,0.425743275
34112,fossil,"Main Activity Electricity and Heat Production",2020,0.005436189999999999
34322,bio,"Main Activity Electricity and Heat Production",2020,0.006322446000000001
34323,fossil,"Main Activity Electricity and Heat Production",2020,0.003142819
39656,fossil,"Main Activity Electricity and Heat Production",2020,7.874093483999999
34719,bio,"Main Activity Electricity and Heat Production",2020,1.619106297
26551,bio,"Main Activity Electricity and Heat Production",2020,0.848485205
39648,bio,"Main Activity Electricity and Heat Production",2020,0.00029284209999999995
34732,fossil,"Main Activity Electricity and Heat Production",2020,0.065079948
26558,fossil,"Main Activity Electricity and Heat Production",2020,0.165528637
35150,bio,"Main Activity Electricity and Heat Production",2020,0.033491071
39224,fossil,"Main Activity Electricity and Heat Production",2020,0.423653457
35162,fossil,"Main Activity Electricity and Heat Production",2020,0.015281212
35510,bio,"Main Activity Electricity and Heat Production",2020,0.0062306539999999995
35513,fossil,"Main Activity Electricity and Heat Production",2020,0.032044761000000005
35807,bio,"Main Activity Electricity and Heat Production",2020,0.054918397
35812,fossil,"Main Activity Electricity and Heat Production",2020,0.7721646899999999
39210,bio,"Main Activity Electricity and Heat Production",2020,0.23697979400000002
36182,bio,"Main Activity Electricity and Heat Production",2020,0.629112836
42739,fossil,"Main Activity Electricity and Heat Production",2020,11.374197778
38094,bio,"Main Activity Electricity and Heat Production",2020,5.923161794000001
36198,fossil,"Main Activity Electricity and Heat Production",2020,0.10570453
36669,bio,"Main Activity Electricity and Heat Production",2020,0.27765767
26955,fossil,"Main Activity Electricity and Heat Production",2020,0.00014441480000000002
36689,fossil,"Main Activity Electricity and Heat Production",2020,0.11955883100000002
43664,bio,"Main Activity Electricity and Heat Production",2020,0.056370365000000006
43676,fossil,"Main Activity Electricity and Heat Production",2020,0.034002389
44029,fossil,"Main Activity Electricity and Heat Production",2020,0.027529741
44422,bio,"Main Activity Electricity and Heat Production",2020,0.058222843999999996
44438,fossil,"Main Activity Electricity and Heat Production",2020,0.054939835000000006
44839,bio,"Main Activity Electricity and Heat Production",2020,0.00002453253
27555,bio,"Main Activity Electricity and Heat Production",2020,5.249590328
42729,bio,"Main Activity Electricity and Heat Production",2020,6.621394385
44840,fossil,"Main Activity Electricity and Heat Production",2020,0.0007808005000000001
45203,fossil,"Main Activity Electricity and Heat Production",2020,0.004527472
45742,bio,"Main Activity Electricity and Heat Production",2020,1.905412246
37022,fossil,"Main Activity Electricity and Heat Production",2020,0.028123032000000006
45754,fossil,"Main Activity Electricity and Heat Production",2020,5.985523370999999
46065,fossil,"Main Activity Electricity and Heat Production",2020,0.9869172900000001
46393,bio,"Main Activity Electricity and Heat Production",2020,0.022133681
46402,fossil,"Main Activity Electricity and Heat Production",2020,0.14544198600000002
46714,bio,"Main Activity Electricity and Heat Production",2020,0.00047843870000000005
46726,fossil,"Main Activity Electricity and Heat Production",2020,0.43165389499999995
33733,fossil,"Main Activity Electricity and Heat Production",2020,0.801174823
47146,bio,"Main Activity Electricity and Heat Production",2020,0.017483029
47153,fossil,"Main Activity Electricity and Heat Production",2020,0.009471923
47930,bio,"Main Activity Electricity and Heat Production",2020,0.0037530989999999998
47941,fossil,"Main Activity Electricity and Heat Production",2020,0.011297092
48378,bio,"Main Activity Electricity and Heat Production",2020,0.09521222399999998
27581,fossil,"Main Activity Electricity and Heat Production",2020,0.6260687829999999
42153,fossil,"Main Activity Electricity and Heat Production",2020,0.23415082299999995
48394,fossil,"Main Activity Electricity and Heat Production",2020,0.179435273
48797,bio,"Main Activity Electricity and Heat Production",2020,0.0038385790000000004
28031,bio,"Main Activity Electricity and Heat Production",2020,0.0002701135
48802,fossil,"Main Activity Electricity and Heat Production",2020,0.004144743000000001
49329,bio,"Main Activity Electricity and Heat Production",2020,0.907565834
49350,fossil,"Main Activity Electricity and Heat Production",2020,0.064519166
49752,bio,"Main Activity Electricity and Heat Production",2020,0.11521614000000001
49762,fossil,"Main Activity Electricity and Heat Production",2020,0.033746600999999994
28039,fossil,"Main Activity Electricity and Heat Production",2020,0.013732949000000001
50219,bio,"Main Activity Electricity and Heat Production",2020,0.6186489779999998
50228,fossil,"Main Activity Electricity and Heat Production",2020,0.04151847
50632,bio,"Main Activity Electricity and Heat Production",2020,0.00005943149000000001
28405,bio,"Main Activity Electricity and Heat Production",2020,0.00039872089999999996
28409,fossil,"Main Activity Electricity and Heat Production",2020,0.0009172196
42140,bio,"Main Activity Electricity and Heat Production",2020,0.00004838261
41758,fossil,"Main Activity Electricity and Heat Production",2020,0.083151938
28988,bio,"Main Activity Electricity and Heat Production",2020,4.279734456000001
28994,fossil,"Main Activity Electricity and Heat Production",2020,2.5926551580000003
41745,bio,"Main Activity Electricity and Heat Production",2020,0.028310512000000003
29526,bio,"Main Activity Electricity and Heat Production",2020,0.010434178999999998
38706,bio,"Main Activity Electricity and Heat Production",2020,20.900228821
29537,fossil,"Main Activity Electricity and Heat Production",2020,0.06838475299999999
30083,bio,"Main Activity Electricity and Heat Production",2020,7.558336555
41359,fossil,"Main Activity Electricity and Heat Production",2020,4.448470904000001
30099,fossil,"Main Activity Electricity and Heat Production",2020,4.738142075000001
37552,bio,"Main Activity Electricity and Heat Production",2020,0.7618622789999999
30517,fossil,"Main Activity Electricity and Heat Production",2020,0.023855851000000004
30940,bio,"Main Activity Electricity and Heat Production",2020,0.0000044154399999999995
30953,fossil,"Main Activity Electricity and Heat Production",2020,0.37036048099999996
41341,bio,"Main Activity Electricity and Heat Production",2020,3.5436294750000004
31085,fossil,"Main Activity Electricity and Heat Production",2020,0.006411070999999999
31490,bio,"Main Activity Electricity and Heat Production",2020,0.022219672000000003
40768,fossil,"Main Activity Electricity and Heat Production",2020,0.608601194
31505,fossil,"Main Activity Electricity and Heat Production",2020,0.020348419
19362,bio,"Main Activity Electricity and Heat Production",2020,0.035760506
5651,bio,"Main Activity Electricity and Heat Production",2020,0.010731195
15641,fossil,"Main Activity Electricity and Heat Production",2020,46.183592434
12669,fossil,"Main Activity Electricity and Heat Production",2020,0.009743925
9643,fossil,"Main Activity Electricity and Heat Production",2020,0.7693269420000001
5656,fossil,"Main Activity Electricity and Heat Production",2020,0.0038180459999999994
19373,fossil,"Main Activity Electricity and Heat Production",2020,0.0022545348000000006
15633,bio,"Main Activity Electricity and Heat Production",2020,47.634320279
11840,bio,"Main Activity Electricity and Heat Production",2020,0.001899713
2880,bio,"Main Activity Electricity and Heat Production",2020,0.9362964250000001
19822,bio,"Main Activity Electricity and Heat Production",2020,0.37898431899999996
4118,bio,"Main Activity Electricity and Heat Production",2020,0.928311809
6218,bio,"Main Activity Electricity and Heat Production",2020,1.2913553750000004
19831,fossil,"Main Activity Electricity and Heat Production",2020,0.368848849
17177,fossil,"Main Activity Electricity and Heat Production",2020,0.15141985600000002
11849,fossil,"Main Activity Electricity and Heat Production",2020,0.025464552
18076,fossil,"Main Activity Electricity and Heat Production",2020,0.26573483499999995
15058,bio,"Main Activity Electricity and Heat Production",2020,5.368863998999999
10389,bio,"Main Activity Electricity and Heat Production",2020,0.00006868890999999999
13020,fossil,"Main Activity Electricity and Heat Production",2020,0.027382324
336,bio,"Main Activity Electricity and Heat Production",2020,0.0010136694
22606,fossil,"Main Activity Electricity and Heat Production",2020,0.0029953400000000004
9631,bio,"Main Activity Electricity and Heat Production",2020,1.102850191
344,fossil,"Main Activity Electricity and Heat Production",2020,0.009249993000000001
14580,fossil,"Main Activity Electricity and Heat Production",2020,0.7698787739999999
22594,bio,"Main Activity Electricity and Heat Production",2020,0.0029845139999999997
3560,fossil,"Main Activity Electricity and Heat Production",2020,0.010105503999999998
22179,fossil,"Main Activity Electricity and Heat Production",2020,0.003279666
2370,fossil,"Main Activity Electricity and Heat Production",2020,4.216167962
20129,bio,"Main Activity Electricity and Heat Production",2020,0.000007722422
20131,fossil,"Main Activity Electricity and Heat Production",2020,0.013650831999999998
805,bio,"Main Activity Electricity and Heat Production",2020,0.013765582
2058,fossil,"Main Activity Electricity and Heat Production",2020,0.011615891
8313,fossil,"Main Activity Electricity and Heat Production",2020,1.595641342
6242,fossil,"Main Activity Electricity and Heat Production",2020,1.113973283
14557,bio,"Main Activity Electricity and Heat Production",2020,0.948595706
20511,bio,"Main Activity Electricity and Heat Production",2020,0.0003549925999999999
15064,fossil,"Main Activity Electricity and Heat Production",2020,0.49062424299999996
22161,bio,"Main Activity Electricity and Heat Production",2020,0.000733529
12175,fossil,"Main Activity Electricity and Heat Production",2020,0.204705982
20517,fossil,"Main Activity Electricity and Heat Production",2020,0.043557283
13446,fossil,"Main Activity Electricity and Heat Production",2020,0.0016413480999999998
10114,fossil,"Main Activity Electricity and Heat Production",2020,0.010287337
10400,fossil,"Main Activity Electricity and Heat Production",2020,0.012972711000000001
18518,bio,"Main Activity Electricity and Heat Production",2020,0.0006022861999999999
16824,fossil,"Main Activity Electricity and Heat Production",2020,0.00017691636
25198,fossil,"Main Activity Electricity and Heat Production",2020,0.012864032000000001
6580,fossil,"Main Activity Electricity and Heat Production",2020,0.014791222
23116,bio,"Main Activity Electricity and Heat Production",2020,3.0712382079999996
4727,bio,"Main Activity Electricity and Heat Production",2020,2.064889026
6994,bio,"Main Activity Electricity and Heat Production",2020,0.025991656
17513,bio,"Main Activity Electricity and Heat Production",2020,0.0000006161842
9142,fossil,"Main Activity Electricity and Heat Production",2020,0.141587338
10799,fossil,"Main Activity Electricity and Heat Production",2020,0.15293895099999996
24904,fossil,"Main Activity Electricity and Heat Production",2020,2.8653920509999997
14010,fossil,"Main Activity Electricity and Heat Production",2020,2.302809096
21095,bio,"Main Activity Electricity and Heat Production",2020,1.1766231840000003
16816,bio,"Main Activity Electricity and Heat Production",2020,0.125498424
4745,fossil,"Main Activity Electricity and Heat Production",2020,0.727882138
9134,bio,"Main Activity Electricity and Heat Production",2020,0.04828618499999999
11362,bio,"Main Activity Electricity and Heat Production",2020,11.642272729999998
16471,fossil,"Main Activity Electricity and Heat Production",2020,0.11963603199999999
7006,fossil,"Main Activity Electricity and Heat Production",2020,0.025859554
24458,fossil,"Main Activity Electricity and Heat Production",2020,0.149543735
3546,bio,"Main Activity Electricity and Heat Production",2020,0.0000008128857999999999
10102,bio,"Main Activity Electricity and Heat Production",2020,0.05121186999999999
4128,fossil,"Main Activity Electricity and Heat Production",2020,2.704408101
5212,bio,"Main Activity Electricity and Heat Production",2020,0.047466086
16463,bio,"Main Activity Electricity and Heat Production",2020,0.011582117
8749,fossil,"Main Activity Electricity and Heat Production",2020,0.058039828
21108,fossil,"Main Activity Electricity and Heat Production",2020,0.7364385200000001
1417,fossil,"Main Activity Electricity and Heat Production",2020,0.000016795589999999998
24441,bio,"Main Activity Electricity and Heat Production",2020,0.08953302499999999
14006,bio,"Main Activity Electricity and Heat Production",2020,3.028566448
24013,fossil,"Main Activity Electricity and Heat Production",2020,1.891711705
18935,bio,"Main Activity Electricity and Heat Production",2020,0.00033374189999999996
21724,bio,"Main Activity Electricity and Heat Production",2020,7.251004885
18525,fossil,"Main Activity Electricity and Heat Production",2020,0.0007017638
13441,bio,"Main Activity Electricity and Heat Production",2020,0.0035777100000000004
10782,bio,"Main Activity Electricity and Heat Production",2020,0.22855009600000004
3207,fossil,"Main Activity Electricity and Heat Production",2020,0.025462848000000003
18939,fossil,"Main Activity Electricity and Heat Production",2020,0.005456236000000001
16055,fossil,"Main Activity Electricity and Heat Production",2020,0.26668897099999994
16051,bio,"Main Activity Electricity and Heat Production",2020,0.067016538
23574,fossil,"Main Activity Electricity and Heat Production",2020,0.24550983199999998
23573,bio,"Main Activity Electricity and Heat Production",2020,0.09926587199999999
1228,fossil,"Main Activity Electricity and Heat Production",2020,0.18286478499999997
7455,fossil,"Main Activity Electricity and Heat Production",2020,1.336442654
12651,bio,"Main Activity Electricity and Heat Production",2020,0.037436904
2896,fossil,"Main Activity Electricity and Heat Production",2020,1.0879756609999998
8734,bio,"Main Activity Electricity and Heat Production",2020,0.013780447000000001
17523,fossil,"Main Activity Electricity and Heat Production",2020,0.00083986583
819,fossil,"Main Activity Electricity and Heat Production",2020,0.08859276599999999
5228,fossil,"Main Activity Electricity and Heat Production",2020,0.29005468900000003
11380,fossil,"Main Activity Electricity and Heat Production",2020,2.227861861
7987,bio,"Main Activity Electricity and Heat Production",2020,0.569251612
23124,fossil,"Main Activity Electricity and Heat Production",2020,0.568801356
18074,bio,"Main Activity Electricity and Heat Production",2020,0.553767165
21749,fossil,"Main Activity Electricity and Heat Production",2020,6.9800840609999995
7991,fossil,"Main Activity Electricity and Heat Production",2020,0.20369622999999998
76662,bio,"Main Activity Electricity and Heat Production",2020,0.001827103
78554,fossil,"Main Activity Electricity and Heat Production",2020,0.015129112000000002
86963,bio,"Main Activity Electricity and Heat Production",2020,2.034122681
83769,fossil,"Main Activity Electricity and Heat Production",2020,0.790987514
86543,fossil,"Main Activity Electricity and Heat Production",2020,0.0028700460000000002
80102,bio,"Main Activity Electricity and Heat Production",2020,0.0005529702
80107,fossil,"Main Activity Electricity and Heat Production",2020,0.003937679
86536,bio,"Main Activity Electricity and Heat Production",2020,0.0006872957999999999
87418,fossil,"Main Activity Electricity and Heat Production",2020,0.001693667
86180,fossil,"Main Activity Electricity and Heat Production",2020,0.704740982
77794,fossil,"Main Activity Electricity and Heat Production",2020,0.0011771121
87835,bio,"Main Activity Electricity and Heat Production",2020,0.0004953271
79706,fossil,"Main Activity Electricity and Heat Production",2020,0.735681661
88659,bio,"Main Activity Electricity and Heat Production",2020,0.17926479399999998
80536,bio,"Main Activity Electricity and Heat Production",2020,0.00001542747
82772,fossil,"Main Activity Electricity and Heat Production",2020,0.16542404099999997
79067,fossil,"Main Activity Electricity and Heat Production",2020,3.2444143039999997
89105,fossil,"Main Activity Electricity and Heat Production",2020,0.028853759
85722,fossil,"Main Activity Electricity and Heat Production",2020,0.003666142
83190,bio,"Main Activity Electricity and Heat Production",2020,0.07983778300000001
80552,fossil,"Main Activity Electricity and Heat Production",2020,0.0012981638999999998
88663,fossil,"Main Activity Electricity and Heat Production",2020,1.619039165
77783,bio,"Main Activity Electricity and Heat Production",2020,0.0004926092
89553,fossil,"Main Activity Electricity and Heat Production",2020,0.048947278
76678,fossil,"Main Activity Electricity and Heat Production",2020,0.0020093057
81300,fossil,"Main Activity Electricity and Heat Production",2020,0.624587511
86974,fossil,"Main Activity Electricity and Heat Production",2020,2.092422274
81807,bio,"Main Activity Electricity and Heat Production",2020,0.373314215
85705,bio,"Main Activity Electricity and Heat Production",2020,0.0028601420000000004
80939,fossil,"Main Activity Electricity and Heat Production",2020,0.257277869
77421,fossil,"Main Activity Electricity and Heat Production",2020,0.324890311
87845,fossil,"Main Activity Electricity and Heat Production",2020,0.002764986
83200,fossil,"Main Activity Electricity and Heat Production",2020,0.030423367
77069,fossil,"Main Activity Electricity and Heat Production",2020,0.006593562999999999
83767,bio,"Main Activity Electricity and Heat Production",2020,1.167596456
84822,bio,"Main Activity Electricity and Heat Production",2020,13.521867274000002
87404,bio,"Main Activity Electricity and Heat Production",2020,0.0006425308
81822,fossil,"Main Activity Electricity and Heat Production",2020,2.673404047
89546,bio,"Main Activity Electricity and Heat Production",2020,0.082319381
84211,fossil,"Main Activity Electricity and Heat Production",2020,0.005808096
88177,fossil,"Main Activity Electricity and Heat Production",2020,0.067310771
77063,bio,"Main Activity Electricity and Heat Production",2020,0.000006533477999999999
78212,bio,"Main Activity Electricity and Heat Production",2020,0.014677303999999999
85281,fossil,"Main Activity Electricity and Heat Production",2020,0.704723385
82756,bio,"Main Activity Electricity and Heat Production",2020,0.039309659999999996
82345,bio,"Main Activity Electricity and Heat Production",2020,0.7421998
79057,bio,"Main Activity Electricity and Heat Production",2020,11.003029011
84199,bio,"Main Activity Electricity and Heat Production",2020,0.35900026700000004
79354,fossil,"Main Activity Electricity and Heat Production",2020,0.016066615
82367,fossil,"Main Activity Electricity and Heat Production",2020,4.093043957
78219,fossil,"Main Activity Electricity and Heat Production",2020,0.009819512
84836,fossil,"Main Activity Electricity and Heat Production",2020,46.100840405
50644,fossil,"Main Activity Electricity and Heat Production",2020,0.016962777
72672,bio,"Main Activity Electricity and Heat Production",2020,0.010777268
59122,fossil,"Main Activity Electricity and Heat Production",2020,0.686607897
72248,fossil,"Main Activity Electricity and Heat Production",2020,0.0033553330000000003
56541,fossil,"Main Activity Electricity and Heat Production",2020,0.04061700099999999
66736,fossil,"Main Activity Electricity and Heat Production",2020,0.00006636
64468,bio,"Main Activity Electricity and Heat Production",2020,0.039022839000000004
61507,bio,"Main Activity Electricity and Heat Production",2020,0.276000758
63179,bio,"Main Activity Electricity and Heat Production",2020,0.31724721600000005
50999,fossil,"Main Activity Electricity and Heat Production",2020,0.232098457
65776,fossil,"Main Activity Electricity and Heat Production",2020,0.029261975000000003
63707,fossil,"Main Activity Electricity and Heat Production",2020,0.804938692
58291,bio,"Main Activity Electricity and Heat Production",2020,0.00010748514
62299,bio,"Main Activity Electricity and Heat Production",2020,0.4858979
60654,bio,"Main Activity Electricity and Heat Production",2020,0.494590404
69041,bio,"Main Activity Electricity and Heat Production",2020,0.7034880630000001
51383,bio,"Main Activity Electricity and Heat Production",2020,0.015603902000000001
62699,fossil,"Main Activity Electricity and Heat Production",2020,0.10975012199999999
69053,fossil,"Main Activity Electricity and Heat Production",2020,18.729031345000003
53598,fossil,"Main Activity Electricity and Heat Production",2020,0.037878665
51389,fossil,"Main Activity Electricity and Heat Production",2020,0.08727243900000001
72233,bio,"Main Activity Electricity and Heat Production",2020,0.0009575990000000002
71802,fossil,"Main Activity Electricity and Heat Production",2020,0.00005303236
60994,fossil,"Main Activity Electricity and Heat Production",2020,0.000001897532
65071,fossil,"Main Activity Electricity and Heat Production",2020,1.791861455
68474,bio,"Main Activity Electricity and Heat Production",2020,0.186260741
57480,fossil,"Main Activity Electricity and Heat Production",2020,2.445495873
67893,fossil,"Main Activity Electricity and Heat Production",2020,0.014444781
66324,fossil,"Main Activity Electricity and Heat Production",2020,0.4242403
58651,fossil,"Main Activity Electricity and Heat Production",2020,0.017561358
51819,bio,"Main Activity Electricity and Heat Production",2020,0.027209524000000002
53941,bio,"Main Activity Electricity and Heat Production",2020,0.00003139779
61871,fossil,"Main Activity Electricity and Heat Production",2020,1.061671184
70757,fossil,"Main Activity Electricity and Heat Production",2020,0.18133296599999998
71573,fossil,"Main Activity Electricity and Heat Production",2020,1.056327954
51831,fossil,"Main Activity Electricity and Heat Production",2020,0.016474677000000004
70295,fossil,"Main Activity Electricity and Heat Production",2020,0.42367698800000003
63700,bio,"Main Activity Electricity and Heat Production",2020,0.502461063
56531,bio,"Main Activity Electricity and Heat Production",2020,0.14278602099999999
55721,bio,"Main Activity Electricity and Heat Production",2020,0.0040308309999999995
60667,fossil,"Main Activity Electricity and Heat Production",2020,0.227947116
70292,bio,"Main Activity Electricity and Heat Production",2020,0.013336242
52213,bio,"Main Activity Electricity and Heat Production",2020,0.00014395830000000001
53950,fossil,"Main Activity Electricity and Heat Production",2020,0.051487200000000004
71565,bio,"Main Activity Electricity and Heat Production",2020,0.45675265900000006
64481,fossil,"Main Activity Electricity and Heat Production",2020,0.072238493
62684,bio,"Main Activity Electricity and Heat Production",2020,0.07505895700000001
71209,fossil,"Main Activity Electricity and Heat Production",2020,0.07421384799999999
52224,fossil,"Main Activity Electricity and Heat Production",2020,0.016959414
59538,fossil,"Main Activity Electricity and Heat Production",2020,0.03235779799999999
56989,bio,"Main Activity Electricity and Heat Production",2020,0.010814381
65352,fossil,"Main Activity Electricity and Heat Production",2020,0.0008349364999999999
57470,bio,"Main Activity Electricity and Heat Production",2020,0.38011930099999997
54406,bio,"Main Activity Electricity and Heat Production",2020,0.0008632793
60109,fossil,"Main Activity Electricity and Heat Production",2020,2.131329676
56158,fossil,"Main Activity Electricity and Heat Production",2020,0.034419586999999995
63193,fossil,"Main Activity Electricity and Heat Production",2020,0.5877011000000001
56991,fossil,"Main Activity Electricity and Heat Production",2020,0.00724428
52699,fossil,"Main Activity Electricity and Heat Production",2020,3.0096309130000005
64013,fossil,"Main Activity Electricity and Heat Production",2020,0.012658351999999998
58294,fossil,"Main Activity Electricity and Heat Production",2020,0.065189479
66309,bio,"Main Activity Electricity and Heat Production",2020,1.3201491960000002
71194,bio,"Main Activity Electricity and Heat Production",2020,0.09796409700000001
59526,bio,"Main Activity Electricity and Heat Production",2020,0.49689034200000004
54413,fossil,"Main Activity Electricity and Heat Production",2020,0.655030224
