id,fossil_bio,ipcc_code_2006_for_standard_report_name,Year,Total
53952,fossil,"Civil Aviation",2020,0.000006612647999999999
59130,fossil,"Civil Aviation",2020,0.0034125240000000005
71210,fossil,"Civil Aviation",2020,0.00004532388
59542,fossil,"Civil Aviation",2020,0.0000069908160000000005
68501,fossil,"Civil Aviation",2020,0.0006120336000000002
60670,fossil,"Civil Aviation",2020,0.003745764
55738,fossil,"Civil Aviation",2020,0.00011956043999999999
52225,fossil,"Civil Aviation",2020,0.0002481732
53602,fossil,"Civil Aviation",2020,0.00016351799999999998
60999,fossil,"Civil Aviation",2020,0.00019723440000000002
73838,fossil,"Civil Aviation",2020,0.0000016670039999999996
56996,fossil,"Civil Aviation",2020,0.00004097652
55290,fossil,"Civil Aviation",2020,0.0005930039999999998
51826,fossil,"Civil Aviation",2020,0.00009163428000000003
64484,fossil,"Civil Aviation",2020,0.0006203964000000001
56543,fossil,"Civil Aviation",2020,0.00005018748000000001
73481,fossil,"Civil Aviation",2020,0.000025602960000000006
58304,fossil,"Civil Aviation",2020,0.0003140771999999999
62317,fossil,"Civil Aviation",2020,0.0010804416000000001
62696,fossil,"Civil Aviation",2020,0.00014663999999999996
67892,fossil,"Civil Aviation",2020,0.001184442
67162,fossil,"Civil Aviation",2020,0.00010878707999999997
56152,fossil,"Civil Aviation",2020,0.000024385439999999995
52692,fossil,"Civil Aviation",2020,0.0001333512
61870,fossil,"Civil Aviation",2020,0.0003854568
72687,fossil,"Civil Aviation",2020,0.000025891680000000003
63709,fossil,"Civil Aviation",2020,0.007050084000000001
63199,fossil,"Civil Aviation",2020,0.003909983999999999
61517,fossil,"Civil Aviation",2020,0.003835415999999999
60104,fossil,"Civil Aviation",2020,0.00009935208000000003
57872,fossil,"Civil Aviation",2020,0.00008079492
72247,fossil,"Civil Aviation",2020,0.00003610583999999999
57475,fossil,"Civil Aviation",2020,0.006226607999999999
69834,fossil,"Civil Aviation",2020,0.0102726
54415,fossil,"Civil Aviation",2020,0.0016754519999999998
66318,fossil,"Civil Aviation",2020,0.0015751079999999995
69061,fossil,"Civil Aviation",2020,0.10536555600000001
76209,fossil,"Civil Aviation",2020,0.0015051480000000002
69506,fossil,"Civil Aviation",2020,0.000036118440000000006
66732,fossil,"Civil Aviation",2020,0.000006748415999999999
58647,fossil,"Civil Aviation",2020,0.000031456919999999995
64016,fossil,"Civil Aviation",2020,0.0001365636
31507,fossil,"Civil Aviation",2020,0.00008633604000000001
29532,fossil,"Civil Aviation",2020,0.00001590636
26055,fossil,"Civil Aviation",2020,0.021946404000000003
42745,fossil,"Civil Aviation",2020,0.054913284000000014
49763,fossil,"Civil Aviation",2020,0.0000020680920000000004
29008,fossil,"Civil Aviation",2020,0.016405968000000003
39223,fossil,"Civil Aviation",2020,0.00005416836
47937,fossil,"Civil Aviation",2020,0.000012239279999999997
41751,fossil,"Civil Aviation",2020,0.000014227559999999998
26557,fossil,"Civil Aviation",2020,0.000012216840000000004
35156,fossil,"Civil Aviation",2020,0.000009586116
25426,fossil,"Civil Aviation",2020,0.000009034440000000002
48382,fossil,"Civil Aviation",2020,0.00006375132
43671,fossil,"Civil Aviation",2020,0.00014013
38721,fossil,"Civil Aviation",2020,0.05018717999999999
34327,fossil,"Civil Aviation",2020,0.00008551859999999998
48801,fossil,"Civil Aviation",2020,0.000022397640000000003
34733,fossil,"Civil Aviation",2020,0.00002071368
30958,fossil,"Civil Aviation",2020,0.00022241280000000004
47155,fossil,"Civil Aviation",2020,0.00003987744
31928,fossil,"Civil Aviation",2020,0.00002224176
36199,fossil,"Civil Aviation",2020,0.00009449952
43226,fossil,"Civil Aviation",2020,0.0024075120000000005
39654,fossil,"Civil Aviation",2020,0.009412836
44017,fossil,"Civil Aviation",2020,0.000020403119999999996
40773,fossil,"Civil Aviation",2020,0.0003597311999999999
32805,fossil,"Civil Aviation",2020,0.000009631056000000001
44427,fossil,"Civil Aviation",2020,0.0008678304
44842,fossil,"Civil Aviation",2020,0.000008401992
45204,fossil,"Civil Aviation",2020,0.000004905096000000001
30512,fossil,"Civil Aviation",2020,0.000006571656000000002
45751,fossil,"Civil Aviation",2020,0.012430403999999997
30101,fossil,"Civil Aviation",2020,0.009502740000000003
41366,fossil,"Civil Aviation",2020,0.008579436000000001
33158,fossil,"Civil Aviation",2020,0.00010083972000000001
39996,fossil,"Civil Aviation",2020,0.0005276580000000001
32369,fossil,"Civil Aviation",2020,0.00001692924
26959,fossil,"Civil Aviation",2020,0.000121014
35518,fossil,"Civil Aviation",2020,0.000011103803999999998
47507,fossil,"Civil Aviation",2020,0.00015759360000000002
35821,fossil,"Civil Aviation",2020,0.00004249895999999999
37562,fossil,"Civil Aviation",2020,0.0000198894
49336,fossil,"Civil Aviation",2020,0.0000059219759999999996
38100,fossil,"Civil Aviation",2020,0.031051560000000002
27575,fossil,"Civil Aviation",2020,0.0006319548
40383,fossil,"Civil Aviation",2020,0.00009669131999999997
42143,fossil,"Civil Aviation",2020,0.00009113531999999998
46407,fossil,"Civil Aviation",2020,0.00005235984
50242,fossil,"Civil Aviation",2020,0.0000019011359999999998
28418,fossil,"Civil Aviation",2020,0.0000008331720000000001
36686,fossil,"Civil Aviation",2020,0.00010140312000000003
34108,fossil,"Civil Aviation",2020,0.000005889600000000002
28047,fossil,"Civil Aviation",2020,0.00018738360000000005
33741,fossil,"Civil Aviation",2020,0.0021259080000000006
77424,fossil,"Civil Aviation",2020,0.0007428984000000001
83781,fossil,"Civil Aviation",2020,0.0019460879999999997
86545,fossil,"Civil Aviation",2020,0.0000031094280000000006
80932,fossil,"Civil Aviation",2020,0.0008335620000000003
85288,fossil,"Civil Aviation",2020,0.00011019492000000003
88660,fossil,"Civil Aviation",2020,0.014665859999999996
89106,fossil,"Civil Aviation",2020,0.000002750712
86174,fossil,"Civil Aviation",2020,0.0009153888000000002
79076,fossil,"Civil Aviation",2020,0.008988924
80110,fossil,"Civil Aviation",2020,0.00005762135999999999
76668,fossil,"Civil Aviation",2020,0.00002619384
77796,fossil,"Civil Aviation",2020,0.000004258295999999999
87843,fossil,"Civil Aviation",2020,0.00004046099999999999
86972,fossil,"Civil Aviation",2020,0.009767640000000001
85718,fossil,"Civil Aviation",2020,0.000003971916
80546,fossil,"Civil Aviation",2020,0.00001899648
82365,fossil,"Civil Aviation",2020,0.0010546884
87409,fossil,"Civil Aviation",2020,0.000024783960000000006
84203,fossil,"Civil Aviation",2020,0.00003145380000000001
81827,fossil,"Civil Aviation",2020,0.012848039999999996
83195,fossil,"Civil Aviation",2020,0.0001779888
84829,fossil,"Civil Aviation",2020,0.7816253999999999
78218,fossil,"Civil Aviation",2020,0.000054722160000000013
77077,fossil,"Civil Aviation",2020,0.00002859996
81293,fossil,"Civil Aviation",2020,0.00006069972
82767,fossil,"Civil Aviation",2020,0.0003264948
86162,bio,"Emissions from biomass burning",2020,2.012603397
79349,bio,"Emissions from biomass burning",2020,0.43618057000000005
80539,bio,"Emissions from biomass burning",2020,0.0012389929
89099,bio,"Emissions from biomass burning",2020,7.3458544660000005
76664,bio,"Emissions from biomass burning",2020,1.227471178
80103,bio,"Emissions from biomass burning",2020,0.29403769399999996
88166,bio,"Emissions from biomass burning",2020,0.514191605
87401,bio,"Emissions from biomass burning",2020,0.017232846000000003
82759,bio,"Emissions from biomass burning",2020,9.485153171
83763,bio,"Emissions from biomass burning",2020,19.445597046
79698,bio,"Emissions from biomass burning",2020,0.668744625
85274,bio,"Emissions from biomass burning",2020,2.473688329
82346,bio,"Emissions from biomass burning",2020,1.003043208
81285,bio,"Emissions from biomass burning",2020,0.06344243
81812,bio,"Emissions from biomass burning",2020,37.64810557
84195,bio,"Emissions from biomass burning",2020,3.666786799
89545,bio,"Emissions from biomass burning",2020,3.976916318
78546,bio,"Emissions from biomass burning",2020,1.7735960900000003
79059,bio,"Emissions from biomass burning",2020,79.91777019399998
88655,bio,"Emissions from biomass burning",2020,30.079841232
86964,bio,"Emissions from biomass burning",2020,90.801687097
84824,bio,"Emissions from biomass burning",2020,42.672783493
85707,bio,"Emissions from biomass burning",2020,0.006293758
77416,bio,"Emissions from biomass burning",2020,3.391174736
78214,bio,"Emissions from biomass burning",2020,2.538069993
80923,bio,"Emissions from biomass burning",2020,0.007354732
77061,bio,"Emissions from biomass burning",2020,0.00001469666
87838,bio,"Emissions from biomass burning",2020,0.0012151977
83191,bio,"Emissions from biomass burning",2020,2.843224885
62688,bio,"Emissions from biomass burning",2020,1.119914999
55723,bio,"Emissions from biomass burning",2020,0.5066257359999999
58642,bio,"Emissions from biomass burning",2020,6.121395222
64467,bio,"Emissions from biomass burning",2020,0.17728419099999998
62298,bio,"Emissions from biomass burning",2020,33.36355974
69038,bio,"Emissions from biomass burning",2020,46.162089025
52216,bio,"Emissions from biomass burning",2020,0.0013921865
71564,bio,"Emissions from biomass burning",2020,0.000006823718
61856,bio,"Emissions from biomass burning",2020,0.07167738800000001
52688,bio,"Emissions from biomass burning",2020,35.91263722
73048,bio,"Emissions from biomass burning",2020,2.7024667280000005
65059,bio,"Emissions from biomass burning",2020,8.282609863000001
61508,bio,"Emissions from biomass burning",2020,1.4152725730000002
72673,bio,"Emissions from biomass burning",2020,1.9231836080000002
71196,bio,"Emissions from biomass burning",2020,2.909659926
53146,bio,"Emissions from biomass burning",2020,0.17285788500000002
56533,bio,"Emissions from biomass burning",2020,0.21155165099999998
60990,bio,"Emissions from biomass burning",2020,5.5488549030000005
65350,bio,"Emissions from biomass burning",2020,0.0024227596000000002
68480,bio,"Emissions from biomass burning",2020,5.559749898
60659,bio,"Emissions from biomass burning",2020,0.09613052899999999
57862,bio,"Emissions from biomass burning",2020,0.975662063
70740,bio,"Emissions from biomass burning",2020,9.248437904
53587,bio,"Emissions from biomass burning",2020,7.642536575
65759,bio,"Emissions from biomass burning",2020,1.4924437240000001
56988,bio,"Emissions from biomass burning",2020,2.683034741
67146,bio,"Emissions from biomass burning",2020,0.002005882
60096,bio,"Emissions from biomass burning",2020,0.210963447
53942,bio,"Emissions from biomass burning",2020,0.000050542666
58288,bio,"Emissions from biomass burning",2020,0.0035606291999999997
69828,bio,"Emissions from biomass burning",2020,0.7324647059999999
63698,bio,"Emissions from biomass burning",2020,78.168113352
66308,bio,"Emissions from biomass burning",2020,0.257284141
59524,bio,"Emissions from biomass burning",2020,3.032428136
70290,bio,"Emissions from biomass burning",2020,3.089297255
57467,bio,"Emissions from biomass burning",2020,7.709189273999999
54405,bio,"Emissions from biomass burning",2020,49.543471724999996
76191,bio,"Emissions from biomass burning",2020,0.529966061
50992,bio,"Emissions from biomass burning",2020,0.17949799200000002
75612,bio,"Emissions from biomass burning",2020,0.17620819800000004
75099,bio,"Emissions from biomass burning",2020,1.347508059
69490,bio,"Emissions from biomass burning",2020,0.898464287
74593,bio,"Emissions from biomass burning",2020,0.22993537800000002
51379,bio,"Emissions from biomass burning",2020,0.50553972
59109,bio,"Emissions from biomass burning",2020,43.907011970999996
66726,bio,"Emissions from biomass burning",2020,14.083891037
55275,bio,"Emissions from biomass burning",2020,2.682379936
72237,bio,"Emissions from biomass burning",2020,0.008691922000000001
74237,bio,"Emissions from biomass burning",2020,0.0013301135000000001
63181,bio,"Emissions from biomass burning",2020,6.4972527
73476,bio,"Emissions from biomass burning",2020,0.38460736999999995
54839,bio,"Emissions from biomass burning",2020,0.025875053000000002
67488,bio,"Emissions from biomass burning",2020,0.0008119597
51816,bio,"Emissions from biomass burning",2020,5.347376451
3203,bio,"Emissions from biomass burning",2020,0.088752674
16052,bio,"Emissions from biomass burning",2020,4.879389788
17512,bio,"Emissions from biomass burning",2020,0.000013463252999999998
23114,bio,"Emissions from biomass burning",2020,0.7996869959999999
16459,bio,"Emissions from biomass burning",2020,3.8216273899999997
5213,bio,"Emissions from biomass burning",2020,1.004147698
13440,bio,"Emissions from biomass burning",2020,0.44542377399999994
22593,bio,"Emissions from biomass burning",2020,0.0029912610000000003
18069,bio,"Emissions from biomass burning",2020,9.994945288
11368,bio,"Emissions from biomass burning",2020,379.05321340999996
20508,bio,"Emissions from biomass burning",2020,0.050025884
14001,bio,"Emissions from biomass burning",2020,11.696322383999998
7439,bio,"Emissions from biomass burning",2020,19.569723234999998
24442,bio,"Emissions from biomass burning",2020,4.694978665
2366,bio,"Emissions from biomass burning",2020,0.0067918810000000005
1217,bio,"Emissions from biomass burning",2020,7.816741329000001
21726,bio,"Emissions from biomass burning",2020,3.879334718
12168,bio,"Emissions from biomass burning",2020,0.00976518
7984,bio,"Emissions from biomass burning",2020,2.573633753
25191,bio,"Emissions from biomass burning",2020,0.522860784
13013,bio,"Emissions from biomass burning",2020,0.545117683
24001,bio,"Emissions from biomass burning",2020,0.172676672
18517,bio,"Emissions from biomass burning",2020,0.081100881
15057,bio,"Emissions from biomass burning",2020,1.84127054
22162,bio,"Emissions from biomass burning",2020,0.0032488581
4726,bio,"Emissions from biomass burning",2020,0.446451604
6996,bio,"Emissions from biomass burning",2020,4.211787208
9634,bio,"Emissions from biomass burning",2020,2.008801726
6219,bio,"Emissions from biomass burning",2020,0.290006206
1828,bio,"Emissions from biomass burning",2020,0.189248361
24891,bio,"Emissions from biomass burning",2020,0.717239223
19820,bio,"Emissions from biomass burning",2020,4.240567149999999
11843,bio,"Emissions from biomass burning",2020,0.022904533999999997
12654,bio,"Emissions from biomass burning",2020,0.071435029
2884,bio,"Emissions from biomass burning",2020,86.91788378999999
17170,bio,"Emissions from biomass burning",2020,0.259636276
15635,bio,"Emissions from biomass burning",2020,20.180550529
21098,bio,"Emissions from biomass burning",2020,2.5117971700000004
23572,bio,"Emissions from biomass burning",2020,2.141520588
3548,bio,"Emissions from biomass burning",2020,0.000043919700000000006
10785,bio,"Emissions from biomass burning",2020,7.043801026
16818,bio,"Emissions from biomass burning",2020,9.503673024
4117,bio,"Emissions from biomass burning",2020,25.810223725999997
5650,bio,"Emissions from biomass burning",2020,0.731684094
6571,bio,"Emissions from biomass burning",2020,2.966523392
14556,bio,"Emissions from biomass burning",2020,0.099279965
8737,bio,"Emissions from biomass burning",2020,0.017082897000000003
19361,bio,"Emissions from biomass burning",2020,1.2516887349999999
8310,bio,"Emissions from biomass burning",2020,0.000008824645
803,bio,"Emissions from biomass burning",2020,3.73738882
18934,bio,"Emissions from biomass burning",2020,0.036827077
9136,bio,"Emissions from biomass burning",2020,0.472505039
10097,bio,"Emissions from biomass burning",2020,0.49328944199999997
49332,bio,"Emissions from biomass burning",2020,2.132018439
48796,bio,"Emissions from biomass burning",2020,0.23610875699999997
29179,bio,"Emissions from biomass burning",2020,0.000009329010399999999
41746,bio,"Emissions from biomass burning",2020,0.165491616
26031,bio,"Emissions from biomass burning",2020,2.1675348949999997
31493,bio,"Emissions from biomass burning",2020,6.208887551
47927,bio,"Emissions from biomass burning",2020,0.0015770254000000003
34720,bio,"Emissions from biomass burning",2020,8.976141625000002
29528,bio,"Emissions from biomass burning",2020,0.151789475
38098,bio,"Emissions from biomass burning",2020,162.32243015800003
47503,bio,"Emissions from biomass burning",2020,0.010527690999999997
47145,bio,"Emissions from biomass burning",2020,0.6566789110000001
37012,bio,"Emissions from biomass burning",2020,0.975276898
37550,bio,"Emissions from biomass burning",2020,4.010376238
43214,bio,"Emissions from biomass burning",2020,8.094538926
30082,bio,"Emissions from biomass burning",2020,1.732945026
46396,bio,"Emissions from biomass burning",2020,13.643843758000001
46054,bio,"Emissions from biomass burning",2020,0.009796058500000001
30509,bio,"Emissions from biomass burning",2020,0.119734178
45743,bio,"Emissions from biomass burning",2020,0.146765052
48380,bio,"Emissions from biomass burning",2020,0.211768255
45200,bio,"Emissions from biomass burning",2020,0.0006357333
30941,bio,"Emissions from biomass burning",2020,5.881037483
44424,bio,"Emissions from biomass burning",2020,36.867867770000004
41343,bio,"Emissions from biomass burning",2020,6.614259620999999
44014,bio,"Emissions from biomass burning",2020,0.6168791880000001
26555,bio,"Emissions from biomass burning",2020,0.5051302870000001
34103,bio,"Emissions from biomass burning",2020,0.0034318112000000004
43668,bio,"Emissions from biomass burning",2020,1.4265172640000001
40762,bio,"Emissions from biomass burning",2020,0.17690853299999998
36671,bio,"Emissions from biomass burning",2020,1.000993751
26948,bio,"Emissions from biomass burning",2020,15.926678814
36181,bio,"Emissions from biomass burning",2020,1.9058010249999997
33725,bio,"Emissions from biomass burning",2020,0.9106668
32354,bio,"Emissions from biomass burning",2020,0.21056515800000003
39211,bio,"Emissions from biomass burning",2020,0.13782505100000003
42728,bio,"Emissions from biomass burning",2020,0.697000702
27561,bio,"Emissions from biomass burning",2020,0.27022807499999996
35806,bio,"Emissions from biomass burning",2020,0.0000027529643999999998
35508,bio,"Emissions from biomass burning",2020,0.792883882
33154,bio,"Emissions from biomass burning",2020,0.06500880399999999
32792,bio,"Emissions from biomass burning",2020,0.41809153700000007
40380,bio,"Emissions from biomass burning",2020,0.00050719344
28029,bio,"Emissions from biomass burning",2020,0.069620992
39990,bio,"Emissions from biomass burning",2020,5.453763103999999
50220,bio,"Emissions from biomass burning",2020,1.161658551
46716,bio,"Emissions from biomass burning",2020,0.128136847
38707,bio,"Emissions from biomass burning",2020,297.412664448
42139,bio,"Emissions from biomass burning",2020,0.055937772
49754,bio,"Emissions from biomass burning",2020,0.0107563989
28986,bio,"Emissions from biomass burning",2020,5.136028609999999
38719,fossil,"Enteric Fermentation",2020,14338.764659999995
33169,fossil,"Enteric Fermentation",2020,0.42487956
34113,fossil,"Enteric Fermentation",2020,0.35834753999999996
39664,fossil,"Enteric Fermentation",2020,583.3841251199999
50234,fossil,"Enteric Fermentation",2020,36.141588395999996
46723,fossil,"Enteric Fermentation",2020,11.745744684000002
40771,fossil,"Enteric Fermentation",2020,66.35895729600001
42740,fossil,"Enteric Fermentation",2020,751.8125202
26040,fossil,"Enteric Fermentation",2020,599.8076106
33732,fossil,"Enteric Fermentation",2020,114.12566156399997
31501,fossil,"Enteric Fermentation",2020,298.41759792000005
43672,fossil,"Enteric Fermentation",2020,1740.4625628000001
49758,fossil,"Enteric Fermentation",2020,15.229077863999999
46408,fossil,"Enteric Fermentation",2020,178.02999732
36681,fossil,"Enteric Fermentation",2020,47.23990412399999
