id,Name,fossil_bio,ipcc_code_2006_for_standard_report_name,Year,Total
37050,Hungary,fossil,"Chemical Industry",2000,0.12425267999999999
26997,Finland,fossil,"Chemical Industry",2000,0.084453902
48843,Lithuania,fossil,"Chemical Industry",2000,0.0185311
60159,Norway,fossil,"Chemical Industry",2000,2.7174619800000004
79393,Turkmenistan,fossil,"Chemical Industry",2000,0.00009245999999999999
58694,Nigeria,fossil,"Chemical Industry",2000,0.056249998
61040,"New Zealand",fossil,"Chemical Industry",2000,5.54300004
74639,Slovakia,fossil,"Chemical Industry",2000,0.09313178900000002
63243,Philippines,fossil,"Chemical Industry",2000,0.0012787793
71241,Singapore,fossil,"Chemical Industry",2000,0.5156163
75151,Slovenia,fossil,"Chemical Industry",2000,0.298397402
67194,Qatar,fossil,"Chemical Industry",2000,1.8842440000000003
67937,Romania,fossil,"Chemical Industry",2000,0.831213094
75679,Sweden,fossil,"Chemical Industry",2000,0.25483759100000003
68544,"Russian Federation",fossil,"Chemical Industry",2000,6.2374747699999995
69532,"Saudi Arabia",fossil,"Chemical Industry",2000,10.51275283
65378,"Korea, Democratic People's Republic of",fossil,"Chemical Industry",2000,0.016499999
65805,Portugal,fossil,"Chemical Industry",2000,0.110386391
53980,Myanmar,fossil,"Chemical Industry",2000,0.293250002
62730,Peru,fossil,"Chemical Industry",2000,0.0003
57045,Malaysia,fossil,"Chemical Industry",2000,1.3847038299999999
78585,Thailand,fossil,"Chemical Industry",2000,0.6057899980000001
64529,Poland,fossil,"Chemical Industry",2000,0.27839164
59583,Netherlands,fossil,"Chemical Industry",2000,4.180031161
69870,"Serbia and Montenegro",fossil,"Chemical Industry",2000,0.063002119
85749,Venezuela,fossil,"Chemical Industry",2000,3.625800002
84245,"United States",fossil,"Chemical Industry",2000,24.207091041000005
81866,"Taiwan_Province of China",fossil,"Chemical Industry",2000,1.459741662
83242,Ukraine,fossil,"Chemical Industry",2000,0.567080421
81341,Turkey,fossil,"Chemical Industry",2000,0.422445005
84898,Uzbekistan,fossil,"Chemical Industry",2000,0.015216664000000001
80588,"Trinidad and Tobago",fossil,"Chemical Industry",2000,5.704000008
88201,"South Africa",fossil,"Chemical Industry",2000,0.3232049879999999
13490,Canada,fossil,"Chemical Industry",2000,6.035551427000001
24491,Egypt,fossil,"Chemical Industry",2000,0.088843973
2418,Argentina,fossil,"Chemical Industry",2000,0.262996412
23616,Algeria,fossil,"Chemical Industry",2000,0.235652001
4192,Austria,fossil,"Chemical Industry",2000,0.11550000100000002
7486,Bulgaria,fossil,"Chemical Industry",2000,0.222486428
5709,Belgium,fossil,"Chemical Industry",2000,1.344264111
8782,"Bosnia and Herzegovina",fossil,"Chemical Industry",2000,0.0009254299000000001
22651,Denmark,fossil,"Chemical Industry",2000,0.00009437398999999999
17561,Colombia,fossil,"Chemical Industry",2000,0.013567057
25457,Spain,fossil,"Chemical Industry",2000,0.78948503
9184,Belarus,fossil,"Chemical Industry",2000,0.09038952
2074,"United Arab Emirates",fossil,"Chemical Industry",2000,0.21175001200000002
4799,Azerbaijan,fossil,"Chemical Industry",2000,0.013233
8048,Bahrain,fossil,"Chemical Industry",2000,0.851
10829,Brazil,fossil,"Chemical Industry",2000,2.38654745
3593,Australia,fossil,"Chemical Industry",2000,0.25819132
15109,China,fossil,"Chemical Industry",2000,13.495187002
20567,"Czech Republic",fossil,"Chemical Industry",2000,0.17094730199999997
21153,Germany,fossil,"Chemical Industry",2000,8.203361763
14629,Chile,fossil,"Chemical Industry",2000,3.557101598
14071,Switzerland,fossil,"Chemical Industry",2000,0.073719999
10430,Bolivia,fossil,"Civil Aviation",2000,0.0018288959999999998
5704,Belgium,fossil,"Civil Aviation",2000,0.00008910132
20560,"Czech Republic",fossil,"Civil Aviation",2000,0.0008175000000000002
7,Aruba,fossil,"Civil Aviation",2000,0.00005171976000000001
13497,Canada,fossil,"Civil Aviation",2000,0.09264480000000001
9688,Belize,fossil,"Civil Aviation",2000,0.0000263832
4787,Azerbaijan,fossil,"Civil Aviation",2000,0.0003654996
23169,"Dominican Republic",fossil,"Civil Aviation",2000,0.001248804
22648,Denmark,fossil,"Civil Aviation",2000,0.0009684984000000002
22217,Dominica,fossil,"Civil Aviation",2000,0.000005564688000000001
10144,Bermuda,fossil,"Civil Aviation",2000,0.000028882679999999992
4183,Austria,fossil,"Civil Aviation",2000,0.0007319988
19867,"Cayman Islands",fossil,"Civil Aviation",2000,0.000025334880000000002
21793,Djibouti,fossil,"Civil Aviation",2000,0.0007712399999999999
15120,China,fossil,"Civil Aviation",2000,0.08870607600000001
5263,Burundi,fossil,"Civil Aviation",2000,0.0002916708
24056,Ecuador,fossil,"Civil Aviation",2000,0.001583604
10833,Brazil,fossil,"Civil Aviation",2000,0.06662204399999998
21163,Germany,fossil,"Civil Aviation",2000,0.018975996000000005
385,Afghanistan,fossil,"Civil Aviation",2000,0.0003951024000000001
18572,"Cape Verde",fossil,"Civil Aviation",2000,0.0002941068
24497,Egypt,fossil,"Civil Aviation",2000,0.009903012000000003
12207,Bhutan,fossil,"Civil Aviation",2000,0.00011004455999999998
6604,"Burkina Faso",fossil,"Civil Aviation",2000,0.0008674787999999999
3236,"Antigua and Barbuda",fossil,"Civil Aviation",2000,0.000026019480000000002
18134,Comoros,fossil,"Civil Aviation",2000,0.00009359628000000002
14063,Switzerland,fossil,"Civil Aviation",2000,0.0017445000000000004
24941,Eritrea,fossil,"Civil Aviation",2000,0.0000240846
3602,Australia,fossil,"Civil Aviation",2000,0.0388521
25220,"Western Sahara",fossil,"Civil Aviation",2000,0.0002300364
1431,"Int. Aviation",fossil,"Civil Aviation",2000,2.4660534599999995
12701,Botswana,fossil,"Civil Aviation",2000,0.0000448008
17555,Colombia,fossil,"Civil Aviation",2000,0.0007505303999999998
25448,Spain,fossil,"Civil Aviation",2000,0.0373935
2406,Argentina,fossil,"Civil Aviation",2000,0.008648460000000002
11433,Barbados,fossil,"Civil Aviation",2000,0.00007883364000000003
17212,"Cook Islands",fossil,"Civil Aviation",2000,0.000045408479999999996
16861,Congo,fossil,"Civil Aviation",2000,0.0003567995999999999
8345,Bahamas,fossil,"Civil Aviation",2000,0.00019155479999999995
7487,Bulgaria,fossil,"Civil Aviation",2000,0.0004299995999999999
13057,"Central African Republic",fossil,"Civil Aviation",2000,0.0002607288
26099,Estonia,fossil,"Civil Aviation",2000,0.000021999600000000005
14613,Chile,fossil,"Civil Aviation",2000,0.004794996000000002
53986,Myanmar,fossil,"Civil Aviation",2000,0.0010035000000000003
78579,Thailand,fossil,"Civil Aviation",2000,0.0075150960000000015
60158,Norway,fossil,"Civil Aviation",2000,0.006344999999999999
77103,"Syrian Arab Republic",fossil,"Civil Aviation",2000,0.005374295999999998
63233,Philippines,fossil,"Civil Aviation",2000,0.006694776000000002
69104,Rwanda,fossil,"Civil Aviation",2000,0.0005529479999999998
75149,Slovenia,fossil,"Civil Aviation",2000,0.00002199996
64515,Poland,fossil,"Civil Aviation",2000,0.00006599999999999999
66772,"French Polynesia",fossil,"Civil Aviation",2000,0.0005340972
57037,Malaysia,fossil,"Civil Aviation",2000,0.006589224
53200,Mali,fossil,"Civil Aviation",2000,0.0008071655999999998
55765,Martinique,fossil,"Civil Aviation",2000,0.00011234159999999999
73083,Somalia,fossil,"Civil Aviation",2000,0.0006365652
67532,Reunion,fossil,"Civil Aviation",2000,0.001965456
76257,Swaziland,fossil,"Civil Aviation",2000,0.0006144216000000001
55329,Mauritania,fossil,"Civil Aviation",2000,0.0010597596
77462,"Turks and Caicos Islands",fossil,"Civil Aviation",2000,0.000003419604
68539,"Russian Federation",fossil,"Civil Aviation",2000,0.09444500400000001
69533,"Saudi Arabia",fossil,"Civil Aviation",2000,0.013781400000000004
56197,Mauritius,fossil,"Civil Aviation",2000,0.00008919996000000001
59574,Netherlands,fossil,"Civil Aviation",2000,0.0003885000000000001
73519,"Saint Pierre and Miquelon",fossil,"Civil Aviation",2000,0.0000033789720000000007
58341,Niger,fossil,"Civil Aviation",2000,0.000022299960000000007
75667,Sweden,fossil,"Civil Aviation",2000,0.0049905
73868,"Sao Tome and Principe",fossil,"Civil Aviation",2000,0.00005726327999999999
64038,"Papua New Guinea",fossil,"Civil Aviation",2000,0.0018180359999999994
62725,Peru,fossil,"Civil Aviation",2000,0.00004479996
56582,Malawi,fossil,"Civil Aviation",2000,0.0006937175999999998
77818,Chad,fossil,"Civil Aviation",2000,0.00022317960000000007
61031,"New Zealand",fossil,"Civil Aviation",2000,0.008144256
67930,Romania,fossil,"Civil Aviation",2000,0.00013199999999999998
76710,Seychelles,fossil,"Civil Aviation",2000,0.0007944683999999998
57904,"New Caledonia",fossil,"Civil Aviation",2000,0.0010828908
72286,"Sierra Leone",fossil,"Civil Aviation",2000,0.0004001064000000001
65821,Portugal,fossil,"Civil Aviation",2000,0.0023235
61905,Pakistan,fossil,"Civil Aviation",2000,0.0022969799999999997
71829,"Solomon Islands",fossil,"Civil Aviation",2000,0.0001751388
63753,Palau,fossil,"Civil Aviation",2000,0.0012841319999999997
57525,Namibia,fossil,"Civil Aviation",2000,0.00022106520000000007
32407,Guinea-Bissau,fossil,"Civil Aviation",2000,0.0002086992
42194,Japan,fossil,"Civil Aviation",2000,0.07553406000000001
46093,"Lao People's Democratic Republic",fossil,"Civil Aviation",2000,0.00007332132000000001
27623,Fiji,fossil,"Civil Aviation",2000,0.001023594
43265,Kenya,fossil,"Civil Aviation",2000,0.0000448008
47185,"Libyan Arab Jamahiriya",fossil,"Civil Aviation",2000,0.00008959956000000002
47553,"Saint Lucia",fossil,"Civil Aviation",2000,0.00001851768
26601,Ethiopia,fossil,"Civil Aviation",2000,0.00024530040000000003
47973,"Sri Lanka",fossil,"Civil Aviation",2000,0.0034509360000000004
48431,Lesotho,fossil,"Civil Aviation",2000,0.0003650532
48850,Lithuania,fossil,"Civil Aviation",2000,0.00006449975999999999
46763,Liberia,fossil,"Civil Aviation",2000,0.0004064783999999999
49383,Luxembourg,fossil,"Civil Aviation",2000,0.000005805000000000002
44882,"Saint Kitts and Nevis",fossil,"Civil Aviation",2000,0.000009538367999999997
37609,Indonesia,fossil,"Civil Aviation",2000,0.012956604000000004
31967,Gambia,fossil,"Civil Aviation",2000,0.00027732719999999997
50281,Macao,fossil,"Civil Aviation",2000,0.0010986432
51430,Madagascar,fossil,"Civil Aviation",2000,0.0017196719999999996
34768,"French Guiana",fossil,"Civil Aviation",2000,0.000027350759999999996
51871,Maldives,fossil,"Civil Aviation",2000,0.00047270039999999986
29577,"United Kingdom",fossil,"Civil Aviation",2000,0.015053496
41405,Jamaica,fossil,"Civil Aviation",2000,0.000022399440000000004
36234,Croatia,fossil,"Civil Aviation",2000,0.0001758396
28078,"Falkland Islands (Malvinas)",fossil,"Civil Aviation",2000,0.0000013828439999999999
52265,Mexico,fossil,"Civil Aviation",2000,0.0004032
40033,Iceland,fossil,"Civil Aviation",2000,0.00019399920000000002
33194,Greece,fossil,"Civil Aviation",2000,0.010685496000000001
45253,"Korea, Republic of",fossil,"Civil Aviation",2000,0.043809300000000016
31536,Guadeloupe,fossil,"Civil Aviation",2000,0.00010084547999999998
44062,Cambodia,fossil,"Civil Aviation",2000,0.0000860304
44464,Kiribati,fossil,"Civil Aviation",2000,0.000024361199999999996
28452,France,fossil,"Civil Aviation",2000,0.021556007999999998
38169,India,fossil,"Civil Aviation",2000,0.015045816000000002
27007,Finland,fossil,"Civil Aviation",2000,0.002580996
31109,Guinea,fossil,"Civil Aviation",2000,0.0013849319999999995
35194,Guyana,fossil,"Civil Aviation",2000,0.0000439614
40809,Italy,fossil,"Civil Aviation",2000,0.014021003999999998
42799,Kazakhstan,fossil,"Civil Aviation",2000,0.0033999960000000006
41792,Jordan,fossil,"Civil Aviation",2000,0.00017417280000000003
38771,Ireland,fossil,"Civil Aviation",2000,0.0006669996
33787,Grenada,fossil,"Civil Aviation",2000,0.000011008104000000003
87453,Samoa,fossil,"Civil Aviation",2000,0.0001401684
88202,"South Africa",fossil,"Civil Aviation",2000,0.012855852000000001
81870,"Taiwan_Province of China",fossil,"Civil Aviation",2000,0.006314532000000001
84893,Uzbekistan,fossil,"Civil Aviation",2000,0.008559000000000002
84262,"United States",fossil,"Civil Aviation",2000,1.42561674
82803,Uganda,fossil,"Civil Aviation",2000,0.0012697680000000001
86578,"Viet Nam",fossil,"Civil Aviation",2000,0.0024196560000000005
85322,"Saint Vincent and the Grenadines",fossil,"Civil Aviation",2000,0.000007960536
87016,Vanuatu,fossil,"Civil Aviation",2000,0.00006301452000000001
80152,Tonga,fossil,"Civil Aviation",2000,0.00007520568
86208,"Virgin Islands_British",fossil,"Civil Aviation",2000,0.000005314704000000002
83246,Ukraine,fossil,"Civil Aviation",2000,0.00004400004000000001
83824,Uruguay,fossil,"Civil Aviation",2000,0.0001741056
81328,Turkey,fossil,"Civil Aviation",2000,0.015501504
83819,Uruguay,bio,"Emissions from biomass burning",2000,1.2709366690000001
83230,Ukraine,bio,"Emissions from biomass burning",2000,8.515739319999998
84242,"United States",bio,"Emissions from biomass burning",2000,35.156450123999996
80141,Tonga,bio,"Emissions from biomass burning",2000,0.0011978721
86570,"Viet Nam",bio,"Emissions from biomass burning",2000,78.880082532
88703,Zambia,bio,"Emissions from biomass burning",2000,2.647934211
81319,Turkey,bio,"Emissions from biomass burning",2000,35.764356236
82397,"Tanzania_United Republic of",bio,"Emissions from biomass burning",2000,3.660885842
87441,Samoa,bio,"Emissions from biomass burning",2000,0.0011181160000000002
88193,"South Africa",bio,"Emissions from biomass burning",2000,26.490694687999998
82794,Uganda,bio,"Emissions from biomass burning",2000,2.017506318
81857,"Taiwan_Province of China",bio,"Emissions from biomass burning",2000,1.270897292
87007,Vanuatu,bio,"Emissions from biomass burning",2000,0.012514795
85745,Venezuela,bio,"Emissions from biomass burning",2000,4.214159928
84881,Uzbekistan,bio,"Emissions from biomass burning",2000,1.518955571
85315,"Saint Vincent and the Grenadines",bio,"Emissions from biomass burning",2000,0.006077493999999999
80578,"Trinidad and Tobago",bio,"Emissions from biomass burning",2000,0.375150805
87877,Yemen,bio,"Emissions from biomass burning",2000,0.627492715
89138,Zimbabwe,bio,"Emissions from biomass burning",2000,4.681207418
80957,Tunisia,bio,"Emissions from biomass burning",2000,0.051120684000000007
58328,Niger,bio,"Emissions from biomass burning",2000,3.2690282150000005
69858,"Serbia and Montenegro",bio,"Emissions from biomass burning",2000,1.6875723669999998
61021,"New Zealand",bio,"Emissions from biomass burning",2000,1.242491142
71819,"Solomon Islands",bio,"Emissions from biomass burning",2000,0.006200765
54450,Mongolia,bio,"Emissions from biomass burning",2000,0.008098378399999998
65374,"Korea, Democratic People's Republic of",bio,"Emissions from biomass burning",2000,1.139242719
65797,Portugal,bio,"Emissions from biomass burning",2000,0.325433771
69091,Rwanda,bio,"Emissions from biomass burning",2000,0.511262082
68535,"Russian Federation",bio,"Emissions from biomass burning",2000,23.982138221999996
60709,Nepal,bio,"Emissions from biomass burning",2000,4.343858559999999
58675,Nigeria,bio,"Emissions from biomass burning",2000,23.311736383
54881,Mozambique,bio,"Emissions from biomass burning",2000,1.6861270469999998
61891,Pakistan,bio,"Emissions from biomass burning",2000,25.08608613
69528,"Saudi Arabia",bio,"Emissions from biomass burning",2000,1.601769388
60150,Norway,bio,"Emissions from biomass burning",2000,0.10104983700000002
76246,Swaziland,bio,"Emissions from biomass burning",2000,0.9198579010000001
55314,Mauritania,bio,"Emissions from biomass burning",2000,0.22622694100000001
79379,Turkmenistan,bio,"Emissions from biomass burning",2000,0.705490339
63225,Philippines,bio,"Emissions from biomass burning",2000,56.770245786000004
79105,Tajikistan,bio,"Emissions from biomass burning",2000,0.230425337
71233,Singapore,bio,"Emissions from biomass burning",2000,0.000004759820800000001
59157,Nicaragua,bio,"Emissions from biomass burning",2000,1.638123421
78572,Thailand,bio,"Emissions from biomass burning",2000,70.277578605
55761,Martinique,bio,"Emissions from biomass burning",2000,0.073703068
78252,Togo,bio,"Emissions from biomass burning",2000,0.8589521109999999
59564,Netherlands,bio,"Emissions from biomass burning",2000,0.24522033399999998
77816,Chad,bio,"Emissions from biomass burning",2000,0.9726724210000001
66763,"French Polynesia",bio,"Emissions from biomass burning",2000,0.0018954159
77098,"Syrian Arab Republic",bio,"Emissions from biomass burning",2000,2.889674591
76705,Seychelles,bio,"Emissions from biomass burning",2000,0.000011028315
62341,Panama,bio,"Emissions from biomass burning",2000,0.673784259
56186,Mauritius,bio,"Emissions from biomass burning",2000,0.41098756499999994
75660,Sweden,bio,"Emissions from biomass burning",2000,0.481051537
70826,Senegal,bio,"Emissions from biomass burning",2000,0.777613248
56569,Malawi,bio,"Emissions from biomass burning",2000,1.6569595
67916,Romania,bio,"Emissions from biomass burning",2000,3.4797053
75143,Slovenia,bio,"Emissions from biomass burning",2000,0.153193597
74625,Slovakia,bio,"Emissions from biomass burning",2000,0.7459672150000001
74275,Suriname,bio,"Emissions from biomass burning",2000,0.15275716700000003
57028,Malaysia,bio,"Emissions from biomass burning",2000,7.993399954
73860,"Sao Tome and Principe",bio,"Emissions from biomass burning",2000,0.0039394969
62723,Peru,bio,"Emissions from biomass burning",2000,4.761263025000001
79732,Timor-Leste,bio,"Emissions from biomass burning",2000,0.259802505
73078,Somalia,bio,"Emissions from biomass burning",2000,0.5842502430000001
70336,Sudan,bio,"Emissions from biomass burning",2000,5.8930205209999995
66357,Paraguay,bio,"Emissions from biomass burning",2000,3.5242051159999996
72276,"Sierra Leone",bio,"Emissions from biomass burning",2000,0.549674366
72712,"El Salvador",bio,"Emissions from biomass burning",2000,1.9037754660000004
64509,Poland,bio,"Emissions from biomass burning",2000,6.412273696
57895,"New Caledonia",bio,"Emissions from biomass burning",2000,0.001702607
57515,Namibia,bio,"Emissions from biomass burning",2000,0.684864591
65114,"Puerto Rico",bio,"Emissions from biomass burning",2000,0.019318182
67186,Qatar,bio,"Emissions from biomass burning",2000,0.0034455730000000004
53623,Malta,bio,"Emissions from biomass burning",2000,0.0014248649000000002
67516,Reunion,bio,"Emissions from biomass burning",2000,0.156728343
53977,Myanmar,bio,"Emissions from biomass burning",2000,40.001646646000005
64033,"Papua New Guinea",bio,"Emissions from biomass burning",2000,0.14114038199999998
61552,Oman,bio,"Emissions from biomass burning",2000,0.016579394999999997
24044,Ecuador,bio,"Emissions from biomass burning",2000,2.976986416
20551,"Czech Republic",bio,"Emissions from biomass burning",2000,2.112258081
9678,Belize,bio,"Emissions from biomass burning",2000,0.328078288
10824,Brazil,bio,"Emissions from biomass burning",2000,155.430530688
6270,Benin,bio,"Emissions from biomass burning",2000,1.3172931009999997
366,Afghanistan,bio,"Emissions from biomass burning",2000,1.517829015
20159,Cyprus,bio,"Emissions from biomass burning",2000,0.040497796999999995
8036,Bahrain,bio,"Emissions from biomass burning",2000,0.000011895165000000002
12197,Bhutan,bio,"Emissions from biomass burning",2000,0.08626939800000001
24481,Egypt,bio,"Emissions from biomass burning",2000,0.603311283
16499,"Congo_the Democratic Republic of the",bio,"Emissions from biomass burning",2000,3.9127533189999997
3583,Australia,bio,"Emissions from biomass burning",2000,34.072893494000006
1454,Albania,bio,"Emissions from biomass burning",2000,0.18871248699999998
26093,Estonia,bio,"Emissions from biomass burning",2000,0.20327384
11421,Barbados,bio,"Emissions from biomass burning",2000,0.147145445
2070,"United Arab Emirates",bio,"Emissions from biomass burning",2000,0.0023743558
16088,Cameroon,bio,"Emissions from biomass burning",2000,1.3649478149999998
24931,Eritrea,bio,"Emissions from biomass burning",2000,0.37489284300000003
3234,"Antigua and Barbuda",bio,"Emissions from biomass burning",2000,0.00005951207
4173,Austria,bio,"Emissions from biomass burning",2000,0.37658607099999997
17205,"Cook Islands",bio,"Emissions from biomass burning",2000,0.0006151589300000001
2926,Armenia,bio,"Emissions from biomass burning",2000,0.09497605499999999
18557,"Cape Verde",bio,"Emissions from biomass burning",2000,0.055945428
8775,"Bosnia and Herzegovina",bio,"Emissions from biomass burning",2000,0.289712791
15685,"Cote d'Ivoire",bio,"Emissions from biomass burning",2000,2.27290169
12699,Botswana,bio,"Emissions from biomass burning",2000,0.350121777
9175,Belarus,bio,"Emissions from biomass burning",2000,1.606832622
25445,Spain,bio,"Emissions from biomass burning",2000,2.093078024
23611,Algeria,bio,"Emissions from biomass burning",2000,0.045478006
4783,Azerbaijan,bio,"Emissions from biomass burning",2000,0.5436835130000001
13047,"Central African Republic",bio,"Emissions from biomass burning",2000,0.385250734
14610,Chile,bio,"Emissions from biomass burning",2000,2.111296952
7480,Bulgaria,bio,"Emissions from biomass burning",2000,1.4715295810000002
7036,Bangladesh,bio,"Emissions from biomass burning",2000,15.155436510000001
23168,"Dominican Republic",bio,"Emissions from biomass burning",2000,1.664203417
847,Angola,bio,"Emissions from biomass burning",2000,2.416243196
11880,"Brunei Darussalam",bio,"Emissions from biomass burning",2000,0.0034291619000000003
18975,"Costa Rica",bio,"Emissions from biomass burning",2000,1.2551147989999998
17551,Colombia,bio,"Emissions from biomass burning",2000,11.793285879
5254,Burundi,bio,"Emissions from biomass burning",2000,0.348523485
16852,Congo,bio,"Emissions from biomass burning",2000,0.155436081
6598,"Burkina Faso",bio,"Emissions from biomass burning",2000,1.473032334
15106,China,bio,"Emissions from biomass burning",2000,14.307469175000001
22199,Dominica,bio,"Emissions from biomass burning",2000,0.0028633037000000004
8341,Bahamas,bio,"Emissions from biomass burning",2000,0.017033745
18121,Comoros,bio,"Emissions from biomass burning",2000,0.04858608600000001
21784,Djibouti,bio,"Emissions from biomass burning",2000,0.0038133990000000003
14053,Switzerland,bio,"Emissions from biomass burning",2000,0.11015074000000001
13481,Canada,bio,"Emissions from biomass burning",2000,8.914517456
10422,Bolivia,bio,"Emissions from biomass burning",2000,2.987488485
5693,Belgium,bio,"Emissions from biomass burning",2000,0.291881037
19397,Cuba,bio,"Emissions from biomass burning",2000,10.520998881
21151,Germany,bio,"Emissions from biomass burning",2000,3.940829104
2397,Argentina,bio,"Emissions from biomass burning",2000,44.56803472
22633,Denmark,bio,"Emissions from biomass burning",2000,0.820661794
34348,Guatemala,bio,"Emissions from biomass burning",2000,5.285807523999999
45233,"Korea, Republic of",bio,"Emissions from biomass burning",2000,0.160568992
42779,Kazakhstan,bio,"Emissions from biomass burning",2000,5.074732664000001
26596,Ethiopia,bio,"Emissions from biomass burning",2000,5.736442779999999
36219,Croatia,bio,"Emissions from biomass burning",2000,0.696419144
29193,Gabon,bio,"Emissions from biomass burning",2000,0.10364478899999999
32394,Guinea-Bissau,bio,"Emissions from biomass burning",2000,0.28798651700000005
41781,Jordan,bio,"Emissions from biomass burning",2000,0.037793942000000004
47184,"Libyan Arab Jamahiriya",bio,"Emissions from biomass burning",2000,0.011041096
29564,"United Kingdom",bio,"Emissions from biomass burning",2000,2.344642164
35839,Honduras,bio,"Emissions from biomass burning",2000,1.551417998
40803,Italy,bio,"Emissions from biomass burning",2000,7.676439050000001
46080,"Lao People's Democratic Republic",bio,"Emissions from biomass burning",2000,8.00827192
26988,Finland,bio,"Emissions from biomass burning",2000,0.31399092200000006
53189,Mali,bio,"Emissions from biomass burning",2000,1.9170285009999997
46749,Liberia,bio,"Emissions from biomass burning",2000,0.43476034399999997
42180,Japan,bio,"Emissions from biomass burning",2000,0.625982992
39687,Iraq,bio,"Emissions from biomass burning",2000,1.130448498
44874,"Saint Kitts and Nevis",bio,"Emissions from biomass burning",2000,0.05180437
38761,Ireland,bio,"Emissions from biomass burning",2000,0.18470750899999996
